"","week","fecha","ambito_nombre","this_year","mean","q99"
"63",8,2024-02-20,"Med. Andaluza",0.19335604770017,0.510115650486989,0.814494477485132
"64",8,2024-02-20,"Miño-Sil",0.643646408839779,0.610030869240248,0.933701657458563
"65",8,2024-02-20,"Segura",0.182539682539683,0.305505369624878,0.723348017621145
"66",8,2024-02-20,"Tajo",0.54077401520387,0.472521528550714,0.702451838879159
"67",8,2024-02-20,"Tinto, Odiel, Piedras",0.768558951965066,0.807120836129109,0.989247311827957
"68",8,2024-02-20,"Total España",0.417435685930814,0.539336642650038,0.824849934099724
"69",9,2024-02-27,"C. I. Cataluña",0.149187592319055,0.621390201175609,0.941913746761266
"70",9,2024-02-27,"C. I. País Vasco",0.857142857142857,0.862934362934363,1
"71",9,2024-02-27,"Cantábrico Occ.",0.760869565217391,0.756975258657344,1
"72",9,2024-02-27,"Cantábrico Or.",0.821917808219178,0.802884484572672,0.945205479452055
"73",9,2024-02-27,"Duero",0.702888583218707,0.647220923726322,0.935688237477732
"74",9,2024-02-27,"Ebro",0.672813132448842,0.689225641461323,0.887881328603676
"75",9,2024-02-27,"Galicia Costa",0.79746835443038,0.734019662567297,0.936708860759494
"76",9,2024-02-27,"Guadalete-Barbate",0.171411265899455,0.574616125026382,0.943395997574287
"77",9,2024-02-27,"Guadalquivir",0.248839252101895,0.545835157409574,0.915145486197463
"78",9,2024-02-27,"Guadiana",0.365170895365905,0.568225293906947,0.919362434673621
"79",9,2024-02-27,"Júcar",0.473313565604151,0.366257563563636,0.607346182357302
"80",9,2024-02-27,"Med. Andaluza",0.192504258943782,0.515682842681342,0.814494477485132
"81",9,2024-02-27,"Miño-Sil",0.676795580110497,0.631682148164908,0.933701657458563
"82",9,2024-02-27,"Segura",0.181657848324515,0.311922808921198,0.723348017621145
"83",9,2024-02-27,"Tajo",0.545957152729786,0.479235443969963,0.702451838879159
"84",9,2024-02-27,"Tinto, Odiel, Piedras",0.77292576419214,0.811216801524154,0.989247311827957
"85",9,2024-02-27,"Total España",0.421534257874929,0.545753967307685,0.824849934099724
"86",10,2024-03-05,"C. I. Cataluña",0.144756277695716,0.62155261301714,0.941913746761266
"87",10,2024-03-05,"C. I. País Vasco",0.904761904761905,0.877091377091377,1
"88",10,2024-03-05,"Cantábrico Occ.",0.760869565217391,0.769067526865457,1
"89",10,2024-03-05,"Cantábrico Or.",0.917808219178082,0.815069046209312,0.945205479452055
"90",10,2024-03-05,"Duero",0.725928473177442,0.659515306190077,0.935688237477732
"91",10,2024-03-05,"Ebro",0.695749943782325,0.697223101555353,0.887881328603676
"92",10,2024-03-05,"Galicia Costa",0.79746835443038,0.747209067828655,0.936708860759494
"93",10,2024-03-05,"Guadalete-Barbate",0.173228346456693,0.581420634444924,0.943395997574287
"94",10,2024-03-05,"Guadalquivir",0.256493913916426,0.549399657540211,0.915145486197463
"95",10,2024-03-05,"Guadiana",0.369469490459216,0.572712523602572,0.919362434673621
"96",10,2024-03-05,"Júcar",0.477390659747961,0.370675426831876,0.607346182357302
"97",10,2024-03-05,"Med. Andaluza",0.194207836456559,0.522429229045626,0.814494477485132
"98",10,2024-03-05,"Miño-Sil",0.75414364640884,0.653556580715639,0.933701657458563
"99",10,2024-03-05,"Segura",0.185185185185185,0.318174246142173,0.723348017621145
"100",10,2024-03-05,"Tajo",0.554422944022115,0.486369201880432,0.702451838879159
"101",10,2024-03-05,"Tinto, Odiel, Piedras",0.764192139737991,0.813427166444531,0.989247311827957
"102",10,2024-03-05,"Total España",0.431097592411198,0.551902167668805,0.824849934099724
"103",11,2024-03-12,"C. I. Cataluña",0.146233382570162,0.629511557619371,0.941913746761266
"104",11,2024-03-12,"C. I. País Vasco",0.952380952380952,0.887387387387387,1
"105",11,2024-03-12,"Cantábrico Occ.",0.804347826086957,0.797558413732034,1
"106",11,2024-03-12,"Cantábrico Or.",0.931506849315068,0.81798093088656,0.945205479452055
"107",11,2024-03-12,"Duero",0.752751031636864,0.68283740159299,0.935688237477732
"108",11,2024-03-12,"Ebro",0.70474477175624,0.707152010464094,0.887881328603676
"109",11,2024-03-12,"Galicia Costa",0.835443037974684,0.765696742712066,0.936708860759494
"110",11,2024-03-12,"Guadalete-Barbate",0.201695941853422,0.594786087850701,0.943395997574287
"111",11,2024-03-12,"Guadalquivir",0.283097000878404,0.560858707186753,0.915145486197463
"112",11,2024-03-12,"Guadiana",0.390962465925771,0.579873205643588,0.919362434673621
"113",11,2024-03-12,"Júcar",0.485174203113417,0.37560192198146,0.607346182357302
"114",11,2024-03-12,"Med. Andaluza",0.212947189097104,0.52990480668232,0.814494477485132
"115",11,2024-03-12,"Miño-Sil",0.795580110497238,0.681330210699213,0.933701657458563
"116",11,2024-03-12,"Segura",0.191358024691358,0.32565062488955,0.723348017621145
"117",11,2024-03-12,"Tajo",0.584485141672426,0.495960011048246,0.702451838879159
"118",11,2024-03-12,"Tinto, Odiel, Piedras",0.781659388646288,0.817845536532219,0.989247311827957
"119",11,2024-03-12,"Total España",0.452569985049234,0.561973764445098,0.824849934099724
"120",12,2024-03-19,"C. I. Cataluña",0.152141802067947,0.63489436672818,0.941913746761266
"121",12,2024-03-19,"C. I. País Vasco",0.952380952380952,0.886100386100386,1
"122",12,2024-03-19,"Cantábrico Occ.",0.847826086956522,0.806896763930442,1
"123",12,2024-03-19,"Cantábrico Or.",0.931506849315068,0.818245229903841,0.945205479452055
"124",12,2024-03-19,"Duero",0.776478679504814,0.701255584866698,0.935688237477732
"125",12,2024-03-19,"Ebro",0.710366539239937,0.712053404530449,0.887881328603676
"126",12,2024-03-19,"Galicia Costa",0.835443037974684,0.76813205610674,0.936708860759494
"127",12,2024-03-19,"Guadalete-Barbate",0.210781344639612,0.60072255708209,0.943395997574287
"128",12,2024-03-19,"Guadalquivir",0.295896599322374,0.566612247417473,0.915145486197463
"129",12,2024-03-19,"Guadiana",0.401551687984902,0.585030301638026,0.919362434673621
"130",12,2024-03-19,"Júcar",0.499629355077835,0.380703352457566,0.607346182357302
"131",12,2024-03-19,"Med. Andaluza",0.219761499148211,0.536456321229485,0.814494477485132
"132",12,2024-03-19,"Miño-Sil",0.801104972375691,0.702460315260854,0.933701657458563
"133",12,2024-03-19,"Segura",0.202821869488536,0.332740431385682,0.723348017621145
"134",12,2024-03-19,"Tajo",0.604526606772633,0.503590164295879,0.702451838879159
"135",12,2024-03-19,"Tinto, Odiel, Piedras",0.790393013100437,0.817583967508395,0.989247311827957
"136",12,2024-03-19,"Total España",0.465407021704387,0.56880737944917,0.824849934099724
"137",13,2024-03-26,"C. I. Cataluña",0.155096011816839,0.638759968886495,0.941913746761266
"138",13,2024-03-26,"C. I. País Vasco",0.904761904761905,0.883526383526383,1
"139",13,2024-03-26,"Cantábrico Occ.",0.826086956521739,0.825868152997271,1
"140",13,2024-03-26,"Cantábrico Or.",0.931506849315068,0.821329795886343,0.945205479452055
"141",13,2024-03-26,"Duero",0.809834938101788,0.719786577918128,0.935688237477732
"142",13,2024-03-26,"Ebro",0.718012143017765,0.714777258022692,0.887881328603676
"143",13,2024-03-26,"Galicia Costa",0.848101265822785,0.772620055098403,0.936708860759494
"144",13,2024-03-26,"Guadalete-Barbate",0.213809812235009,0.603923289421302,0.943395997574287
"145",13,2024-03-26,"Guadalquivir",0.30041410465554,0.570048457540928,0.915145486197463
"146",13,2024-03-26,"Guadiana",0.404382470119522,0.587304602523494,0.919362434673621
"147",13,2024-03-26,"Júcar",0.50407709414381,0.386595809225298,0.607346182357302
"148",13,2024-03-26,"Med. Andaluza",0.223168654173765,0.542581403107279,0.814494477485132
"149",13,2024-03-26,"Miño-Sil",0.853591160220994,0.72508362573559,0.933701657458563
"150",13,2024-03-26,"Segura",0.205467372134039,0.338203833250054,0.723348017621145
"151",13,2024-03-26,"Tajo",0.611782999308915,0.510023103017367,0.702451838879159
"152",13,2024-03-26,"Tinto, Odiel, Piedras",0.786026200873362,0.814178874701674,0.989247311827957
"153",13,2024-03-26,"Total España",0.472598855493117,0.57396252895563,0.824849934099724
"154",14,2024-04-02,"C. I. Cataluña",0.163958641063516,0.642203283044717,0.941913746761266
"155",14,2024-04-02,"C. I. País Vasco",0.904761904761905,0.893951093951094,1
"156",14,2024-04-02,"Cantábrico Occ.",0.804347826086957,0.851555574249106,1
"157",14,2024-04-02,"Cantábrico Or.",0.931506849315068,0.820599758497999,0.945205479452055
"158",14,2024-04-02,"Duero",0.83665749656121,0.737815402072169,0.935688237477732
"159",14,2024-04-02,"Ebro",0.74499662693951,0.720366626145756,0.887881328603676
"160",14,2024-04-02,"Galicia Costa",0.873417721518987,0.788384320363001,0.936708860759494
"161",14,2024-04-02,"Guadalete-Barbate",0.271956390066626,0.607484322508806,0.943395997574287
"162",14,2024-04-02,"Guadalquivir",0.425900363910152,0.576304978496881,0.915145486197463
"163",14,2024-04-02,"Guadiana",0.484378276368211,0.593265569288413,0.919362434673621
"164",14,2024-04-02,"Júcar",0.530763528539659,0.392063747410248,0.607346182357302
"165",14,2024-04-02,"Med. Andaluza",0.269165247018739,0.547059639024566,0.814494477485132
"166",14,2024-04-02,"Miño-Sil",0.875690607734807,0.74823017872558,0.933701657458563
"167",14,2024-04-02,"Segura",0.223985890652557,0.343200550241655,0.723348017621145
"168",14,2024-04-02,"Tajo",0.652211472011057,0.516907455307221,0.702451838879159
"169",14,2024-04-02,"Tinto, Odiel, Piedras",0.842794759825327,0.814948682402035,0.989247311827957
"170",14,2024-04-02,"Total España",0.536165386399959,0.580933289082271,0.824849934099724
"171",15,2024-04-09,"C. I. Cataluña",0.175775480059084,0.647515023794172,0.941913746761266
"172",15,2024-04-09,"C. I. País Vasco",0.904761904761905,0.903346203346203,1
"173",15,2024-04-09,"Cantábrico Occ.",0.826086956521739,0.853558538642826,1
"174",15,2024-04-09,"Cantábrico Or.",0.917808219178082,0.828168689850136,0.945205479452055
"175",15,2024-04-09,"Duero",0.869669876203576,0.75131642801205,0.935688237477732
"176",15,2024-04-09,"Ebro",0.750618394423207,0.725162258907761,0.887881328603676
"177",15,2024-04-09,"Galicia Costa",0.89873417721519,0.801164088805661,0.936708860759494
"178",15,2024-04-09,"Guadalete-Barbate",0.298606904906118,0.609569295515527,0.943395997574287
"179",15,2024-04-09,"Guadalquivir",0.45877776383486,0.578836569957522,0.915145486197463
"180",15,2024-04-09,"Guadiana",0.511532816104005,0.594788488415276,0.919362434673621
"181",15,2024-04-09,"Júcar",0.545218680504077,0.396114515381938,0.607346182357302
"182",15,2024-04-09,"Med. Andaluza",0.293867120954003,0.54938172624086,0.814494477485132
"183",15,2024-04-09,"Miño-Sil",0.875690607734807,0.761073610915211,0.933701657458563
"184",15,2024-04-09,"Segura",0.239858906525573,0.346960627813165,0.723348017621145
"185",15,2024-04-09,"Tajo",0.681409813407049,0.521872575440054,0.702451838879159
"186",15,2024-04-09,"Tinto, Odiel, Piedras",0.851528384279476,0.815947183787344,0.989247311827957
"187",15,2024-04-09,"Total España",0.560731040882611,0.585060032330962,0.824849934099724
"188",16,2024-04-16,"C. I. Cataluña",0.180206794682422,0.655743866594975,0.941913746761266
"189",16,2024-04-16,"C. I. País Vasco",0.904761904761905,0.8996138996139,1
"190",16,2024-04-16,"Cantábrico Occ.",0.826086956521739,0.872507900609703,1
"191",16,2024-04-16,"Cantábrico Or.",0.89041095890411,0.828403865780196,0.945205479452055
"192",16,2024-04-16,"Duero",0.883425034387895,0.768401978783745,0.935688237477732
"193",16,2024-04-16,"Ebro",0.747919946031032,0.733655747381402,0.887881328603676
"194",16,2024-04-16,"Galicia Costa",0.924050632911392,0.805679096818337,0.936708860759494
"195",16,2024-04-16,"Guadalete-Barbate",0.30526953361599,0.611253096408279,0.943395997574287
"196",16,2024-04-16,"Guadalquivir",0.465177563056845,0.581636594871099,0.915145486197463
"197",16,2024-04-16,"Guadiana",0.516355630111134,0.597081142216922,0.919362434673621
"198",16,2024-04-16,"Júcar",0.550037064492216,0.400257246305254,0.607346182357302
"199",16,2024-04-16,"Med. Andaluza",0.304940374787053,0.551708862247297,0.814494477485132
"200",16,2024-04-16,"Miño-Sil",0.911602209944751,0.772797965930915,0.933701657458563
"201",16,2024-04-16,"Segura",0.241622574955908,0.349785413137651,0.723348017621145
"202",16,2024-04-16,"Tajo",0.685729094678646,0.52855502030503,0.702451838879159
"203",16,2024-04-16,"Tinto, Odiel, Piedras",0.851528384279476,0.821709672005815,0.989247311827957
"204",16,2024-04-16,"Total España",0.566015363200495,0.590350797550734,0.824849934099724
"205",17,2024-04-23,"C. I. Cataluña",0.181683899556869,0.658591028487544,0.941913746761266
"206",17,2024-04-23,"C. I. País Vasco",0.904761904761905,0.904890604890605,1
"207",17,2024-04-23,"Cantábrico Occ.",0.847826086956522,0.882542178388158,1
"208",17,2024-04-23,"Cantábrico Or.",0.89041095890411,0.842634111271599,0.945205479452055
"209",17,2024-04-23,"Duero",0.893053645116919,0.783206712723989,0.935688237477732
"210",17,2024-04-23,"Ebro",0.742298178547335,0.743403195316054,0.887881328603676
"211",17,2024-04-23,"Galicia Costa",0.924050632911392,0.830815492374453,0.936708860759494
"212",17,2024-04-23,"Guadalete-Barbate",0.30587522713507,0.611695065327118,0.943395997574287
"213",17,2024-04-23,"Guadalquivir",0.468816664575229,0.585497429640848,0.915145486197463
"214",17,2024-04-23,"Guadiana",0.516775005242189,0.597711763563648,0.919362434673621
"215",17,2024-04-23,"Júcar",0.550037064492216,0.404224370649053,0.607346182357302
"216",17,2024-04-23,"Med. Andaluza",0.310902896081772,0.552349665219052,0.814494477485132
"217",17,2024-04-23,"Miño-Sil",0.925414364640884,0.79064508563598,0.933701657458563
"218",17,2024-04-23,"Segura",0.238977072310406,0.351320586608072,0.723348017621145
"219",17,2024-04-23,"Tajo",0.687111264685556,0.534831031825347,0.702451838879159
"220",17,2024-04-23,"Tinto, Odiel, Piedras",0.85589519650655,0.818242897683474,0.989247311827957
"221",17,2024-04-23,"Total España",0.567484662576687,0.595153359693626,0.824849934099724
"222",18,2024-04-30,"C. I. Cataluña",0.181683899556869,0.66779020388231,0.941913746761266
"223",18,2024-04-30,"C. I. País Vasco",0.904761904761905,0.915572715572716,1
"224",18,2024-04-30,"Cantábrico Occ.",0.847826086956522,0.882529460984136,1
"225",18,2024-04-30,"Cantábrico Or.",0.863013698630137,0.849383891788833,0.945205479452055
"226",18,2024-04-30,"Duero",0.896836313617607,0.792509947983657,0.935688237477732
"227",18,2024-04-30,"Ebro",0.735327186867551,0.753776883343163,0.887881328603676
"228",18,2024-04-30,"Galicia Costa",0.936708860759494,0.837986387453409,0.936708860759494
"229",18,2024-04-30,"Guadalete-Barbate",0.307086614173228,0.610384964280157,0.943395997574287
"230",18,2024-04-30,"Guadalquivir",0.46994604090852,0.587346832736576,0.915145486197463
"231",18,2024-04-30,"Guadiana",0.515202348500734,0.595499704031795,0.919362434673621
"232",18,2024-04-30,"Júcar",0.550037064492216,0.405551156311609,0.607346182357302
"233",18,2024-04-30,"Med. Andaluza",0.314310051107325,0.551001188935814,0.814494477485132
"234",18,2024-04-30,"Miño-Sil",0.925414364640884,0.808041968599658,0.933701657458563
"235",18,2024-04-30,"Segura",0.240740740740741,0.352516819736779,0.723348017621145
"236",18,2024-04-30,"Tajo",0.682446440912232,0.538299053781706,0.702451838879159
"237",18,2024-04-30,"Tinto, Odiel, Piedras",0.847161572052402,0.815937384638344,0.989247311827957
"238",18,2024-04-30,"Total España",0.566247357838841,0.597823377214476,0.824849934099724
"239",19,2024-05-07,"C. I. Cataluña",0.23781388478582,0.676805578751795,0.941913746761266
"240",19,2024-05-07,"C. I. País Vasco",0.904761904761905,0.907850707850708,1
"241",19,2024-05-07,"Cantábrico Occ.",0.891304347826087,0.909660894796376,1
"242",19,2024-05-07,"Cantábrico Or.",0.849315068493151,0.85366157924937,0.945205479452055
"243",19,2024-05-07,"Duero",0.902682255845942,0.798207937883433,0.935688237477732
"244",19,2024-05-07,"Ebro",0.7407240836519,0.761342034311161,0.887881328603676
"245",19,2024-05-07,"Galicia Costa",0.936708860759494,0.847921205682698,0.936708860759494
"246",19,2024-05-07,"Guadalete-Barbate",0.30587522713507,0.607970986587579,0.943395997574287
"247",19,2024-05-07,"Guadalquivir",0.469820554649266,0.587867069216202,0.915145486197463
"248",19,2024-05-07,"Guadiana",0.513734535542042,0.595734544713185,0.919362434673621
"249",19,2024-05-07,"Júcar",0.548554484803558,0.405538407357078,0.607346182357302
"250",19,2024-05-07,"Med. Andaluza",0.317717206132879,0.550353092520342,0.814494477485132
"251",19,2024-05-07,"Miño-Sil",0.933701657458563,0.822677661515451,0.933701657458563
"252",19,2024-05-07,"Segura",0.238977072310406,0.35349686750052,0.723348017621145
"253",19,2024-05-07,"Tajo",0.678818244644091,0.539315661062689,0.702451838879159
"254",19,2024-05-07,"Tinto, Odiel, Piedras",0.851528384279476,0.815935662841774,0.989247311827957
"255",19,2024-05-07,"Total España",0.567381553848533,0.599632090141092,0.824849934099724
"256",20,2024-05-14,"C. I. Cataluña",0.255539143279173,0.692260573491571,0.941913746761266
"257",20,2024-05-14,"C. I. País Vasco",0.904761904761905,0.909137709137709,1
"258",20,2024-05-14,"Cantábrico Occ.",0.91304347826087,0.919063336860536,1
"259",20,2024-05-14,"Cantábrico Or.",0.835616438356164,0.853026327908916,0.945205479452055
"260",20,2024-05-14,"Duero",0.906808803301238,0.801396397065462,0.935688237477732
"261",20,2024-05-14,"Ebro",0.740948954351248,0.770844064192513,0.887881328603676
"262",20,2024-05-14,"Galicia Costa",0.936708860759494,0.852368691142842,0.936708860759494
"263",20,2024-05-14,"Guadalete-Barbate",0.302846759539673,0.606046154880212,0.943395997574287
"264",20,2024-05-14,"Guadalquivir",0.468314719538211,0.588734077910066,0.915145486197463
"265",20,2024-05-14,"Guadiana",0.510065003145313,0.59359577970761,0.919362434673621
"266",20,2024-05-14,"Júcar",0.539288361749444,0.40538169322583,0.607346182357302
"267",20,2024-05-14,"Med. Andaluza",0.317717206132879,0.550174362389399,0.814494477485132
"268",20,2024-05-14,"Miño-Sil",0.955801104972376,0.835743213255036,0.933701657458563
"269",20,2024-05-14,"Segura",0.238095238095238,0.353265688300919,0.723348017621145
"270",20,2024-05-14,"Tajo",0.67294402211472,0.539586034707055,0.702451838879159
"271",20,2024-05-14,"Tinto, Odiel, Piedras",0.842794759825327,0.813002506928945,0.989247311827957
"272",20,2024-05-14,"Total España",0.565293602103418,0.600929457335064,0.824849934099724
"273",21,2024-05-21,"C. I. Cataluña",0.270310192023634,0.694216016206967,0.941913746761266
"274",21,2024-05-21,"C. I. País Vasco",0.904761904761905,0.907722007722008,1
"275",21,2024-05-21,"Cantábrico Occ.",0.91304347826087,0.932677537131408,1
"276",21,2024-05-21,"Cantábrico Or.",0.876712328767123,0.849880198400312,0.945205479452055
"277",21,2024-05-21,"Duero",0.907496561210454,0.804226166172444,0.935688237477732
"278",21,2024-05-21,"Ebro",0.752642230717337,0.777975983896272,0.887881328603676
"279",21,2024-05-21,"Galicia Costa",0.936708860759494,0.854736481984983,0.936708860759494
"280",21,2024-05-21,"Guadalete-Barbate",0.299818291944276,0.601698231983558,0.943395997574287
"281",21,2024-05-21,"Guadalquivir",0.464926590538336,0.586286034988637,0.915145486197463
"282",21,2024-05-21,"Guadiana",0.506814845879639,0.590527358930568,0.919362434673621
"283",21,2024-05-21,"Júcar",0.53409933283914,0.402925148282916,0.607346182357302
"284",21,2024-05-21,"Med. Andaluza",0.315161839863714,0.548444841270876,0.814494477485132
"285",21,2024-05-21,"Miño-Sil",0.977900552486188,0.844327492733547,0.933701657458563
"286",21,2024-05-21,"Segura",0.2336860670194,0.35049153662831,0.723348017621145
"287",21,2024-05-21,"Tajo",0.66620594333103,0.540093971012847,0.702451838879159
"288",21,2024-05-21,"Tinto, Odiel, Piedras",0.851528384279476,0.809372458999548,0.989247311827957
"289",21,2024-05-21,"Total España",0.564082074547611,0.600404137464199,0.824849934099724
"290",22,2024-05-28,"C. I. Cataluña",0.288035450516987,0.703364601460906,0.941913746761266
"291",22,2024-05-28,"C. I. País Vasco",0.952380952380952,0.897554697554698,1
"292",22,2024-05-28,"Cantábrico Occ.",0.934782608695652,0.940550290478985,1
"293",22,2024-05-28,"Cantábrico Or.",0.89041095890411,0.847254110019187,0.945205479452055
"294",22,2024-05-28,"Duero",0.90818431911967,0.80328649961762,0.935688237477732
"295",22,2024-05-28,"Ebro",0.762086800089948,0.783151015055348,0.887881328603676
"296",22,2024-05-28,"Galicia Costa",0.936708860759494,0.85715829086915,0.936708860759494
"297",22,2024-05-28,"Guadalete-Barbate",0.295578437310721,0.595474219903487,0.943395997574287
"298",22,2024-05-28,"Guadalquivir",0.458275818797842,0.582046147920474,0.915145486197463
"299",22,2024-05-28,"Guadiana",0.502306563220801,0.586873796112721,0.919362434673621
"300",22,2024-05-28,"Júcar",0.526686434395849,0.400279685306765,0.607346182357302
"301",22,2024-05-28,"Med. Andaluza",0.316013628620102,0.547037287782673,0.814494477485132
"302",22,2024-05-28,"Miño-Sil",0.969613259668508,0.845895152127074,0.933701657458563
"303",22,2024-05-28,"Segura",0.225749559082892,0.34876779428558,0.723348017621145
"304",22,2024-05-28,"Tajo",0.66085003455425,0.53878927213023,0.702451838879159
"305",22,2024-05-28,"Tinto, Odiel, Piedras",0.851528384279476,0.805770892740889,0.989247311827957
"306",22,2024-05-28,"Total España",0.561349693251534,0.59867007689999,0.824849934099724
"307",23,2024-06-04,"C. I. Cataluña",0.307237813884786,0.707256642380317,0.941913746761266
"308",23,2024-06-04,"C. I. País Vasco",0.952380952380952,0.893693693693694,1
"309",23,2024-06-04,"Cantábrico Occ.",0.934782608695652,0.946372506287671,1
"310",23,2024-06-04,"Cantábrico Or.",0.876712328767123,0.8382596145487,0.945205479452055
"311",23,2024-06-04,"Duero",0.896492434662999,0.798257699299171,0.935688237477732
"312",23,2024-06-04,"Ebro",0.759388351697774,0.783237496209789,0.887881328603676
"313",23,2024-06-04,"Galicia Costa",0.936708860759494,0.860304841817167,0.936708860759494
"314",23,2024-06-04,"Guadalete-Barbate",0.290127195639007,0.588729408429607,0.943395997574287
"315",23,2024-06-04,"Guadalquivir",0.450746643242565,0.575769617839043,0.915145486197463
"316",23,2024-06-04,"Guadiana",0.49685468651709,0.582156130448116,0.919362434673621
