codigo_mun,mun,prov,ccaa,renta_neta_media_por_persona
46002,Ador,Valencia/València,Comunitat Valenciana,11573
46003,Atzeneta d'Albaida,Valencia/València,Comunitat Valenciana,11776
46004,Agullent,Valencia/València,Comunitat Valenciana,11416
46005,Alaquàs,Valencia/València,Comunitat Valenciana,11410
46006,Albaida,Valencia/València,Comunitat Valenciana,11656
46007,Albal,Valencia/València,Comunitat Valenciana,11621
46008,Albalat de la Ribera,Valencia/València,Comunitat Valenciana,11128
46009,Albalat dels Sorells,Valencia/València,Comunitat Valenciana,13560
46010,Albalat dels Tarongers,Valencia/València,Comunitat Valenciana,13529
46011,Alberic,Valencia/València,Comunitat Valenciana,10974
46012,Alborache,Valencia/València,Comunitat Valenciana,12101
46013,Alboraia/Alboraya,Valencia/València,Comunitat Valenciana,15269
46014,Albuixech,Valencia/València,Comunitat Valenciana,13183
46015,Alcàsser,Valencia/València,Comunitat Valenciana,12035
46016,Alcàntera de Xúquer,Valencia/València,Comunitat Valenciana,10841
46017,Alzira,Valencia/València,Comunitat Valenciana,11934
46018,Alcublas,Valencia/València,Comunitat Valenciana,10445
46019,l' Alcúdia,Valencia/València,Comunitat Valenciana,12383
46020,l' Alcúdia de Crespins,Valencia/València,Comunitat Valenciana,10817
46021,Aldaia,Valencia/València,Comunitat Valenciana,11244
46022,Alfafar,Valencia/València,Comunitat Valenciana,10584
46023,Alfauir,Valencia/València,Comunitat Valenciana,11600
46024,Alfara de la Baronia,Valencia/València,Comunitat Valenciana,11627
46025,Alfara del Patriarca,Valencia/València,Comunitat Valenciana,13113
46026,Alfarp,Valencia/València,Comunitat Valenciana,11898
46027,Alfarrasí,Valencia/València,Comunitat Valenciana,10864
46028,Algar de Palancia,Valencia/València,Comunitat Valenciana,13649
46029,Algemesí,Valencia/València,Comunitat Valenciana,11685
46030,Algímia d'Alfara,Valencia/València,Comunitat Valenciana,12512
46031,Alginet,Valencia/València,Comunitat Valenciana,11600
46032,Almàssera,Valencia/València,Comunitat Valenciana,12974
46033,Almiserà,Valencia/València,Comunitat Valenciana,11324
46034,Almoines,Valencia/València,Comunitat Valenciana,11431
46035,Almussafes,Valencia/València,Comunitat Valenciana,13871
46036,Alpuente,Valencia/València,Comunitat Valenciana,12711
46037,l' Alqueria de la Comtessa,Valencia/València,Comunitat Valenciana,11459
46038,Andilla,Valencia/València,Comunitat Valenciana,13486
46039,Anna,Valencia/València,Comunitat Valenciana,11380
46040,Antella,Valencia/València,Comunitat Valenciana,11900
46041,Aras de los Olmos,Valencia/València,Comunitat Valenciana,12224
46042,Aielo de Malferit,Valencia/València,Comunitat Valenciana,11915
46043,Aielo de Rugat,Valencia/València,Comunitat Valenciana,14614
46044,Ayora,Valencia/València,Comunitat Valenciana,11159
46045,Barxeta,Valencia/València,Comunitat Valenciana,11760
46046,Barx,Valencia/València,Comunitat Valenciana,11956
46047,Bèlgida,Valencia/València,Comunitat Valenciana,10829
46048,Bellreguard,Valencia/València,Comunitat Valenciana,11764
46049,Bellús,Valencia/València,Comunitat Valenciana,10528
46050,Benagéber,Valencia/València,Comunitat Valenciana,14507
46051,Benaguasil,Valencia/València,Comunitat Valenciana,11115
46052,Benavites,Valencia/València,Comunitat Valenciana,11651
46053,Beneixida,Valencia/València,Comunitat Valenciana,13319
46054,Benetússer,Valencia/València,Comunitat Valenciana,11182
46055,Beniarjó,Valencia/València,Comunitat Valenciana,11460
46056,Beniatjar,Valencia/València,Comunitat Valenciana,11779
46057,Benicolet,Valencia/València,Comunitat Valenciana,11028
46058,Benifairó de les Valls,Valencia/València,Comunitat Valenciana,11383
46059,Benifairó de la Valldigna,Valencia/València,Comunitat Valenciana,13108
46060,Benifaió,Valencia/València,Comunitat Valenciana,12049
46061,Beniflá,Valencia/València,Comunitat Valenciana,10415
46062,Benigànim,Valencia/València,Comunitat Valenciana,11257
46063,Benimodo,Valencia/València,Comunitat Valenciana,12172
46064,Benimuslem,Valencia/València,Comunitat Valenciana,11524
46065,Beniparrell,Valencia/València,Comunitat Valenciana,13535
46066,Benirredrà,Valencia/València,Comunitat Valenciana,14453
46067,Benissanó,Valencia/València,Comunitat Valenciana,11474
46068,Benissoda,Valencia/València,Comunitat Valenciana,11562
46069,Benissuera,Valencia/València,Comunitat Valenciana,11830
46070,Bétera,Valencia/València,Comunitat Valenciana,15448
46071,Bicorp,Valencia/València,Comunitat Valenciana,10696
46072,Bocairent,Valencia/València,Comunitat Valenciana,12706
46073,Bolbaite,Valencia/València,Comunitat Valenciana,10807
46074,Bonrepòs i Mirambell,Valencia/València,Comunitat Valenciana,12379
46075,Bufali,Valencia/València,Comunitat Valenciana,11814
46076,Bugarra,Valencia/València,Comunitat Valenciana,11583
46077,Buñol,Valencia/València,Comunitat Valenciana,12262
46078,Burjassot,Valencia/València,Comunitat Valenciana,10881
46079,Calles,Valencia/València,Comunitat Valenciana,12065
46080,Camporrobles,Valencia/València,Comunitat Valenciana,10716
46081,Canals,Valencia/València,Comunitat Valenciana,10845
46082,Canet d'En Berenguer,Valencia/València,Comunitat Valenciana,15637
46083,Carcaixent,Valencia/València,Comunitat Valenciana,11377
46084,Càrcer,Valencia/València,Comunitat Valenciana,11517
46085,Carlet,Valencia/València,Comunitat Valenciana,11012
46086,Carrícola,Valencia/València,Comunitat Valenciana,NA
46087,Casas Altas,Valencia/València,Comunitat Valenciana,11469
46088,Casas Bajas,Valencia/València,Comunitat Valenciana,10670
46089,Casinos,Valencia/València,Comunitat Valenciana,11044
46090,Castelló de Rugat,Valencia/València,Comunitat Valenciana,10733
46091,Castellonet de la Conquesta,Valencia/València,Comunitat Valenciana,14798
46092,Castielfabib,Valencia/València,Comunitat Valenciana,11378
46093,Catadau,Valencia/València,Comunitat Valenciana,11599
46094,Catarroja,Valencia/València,Comunitat Valenciana,11959
46095,Caudete de las Fuentes,Valencia/València,Comunitat Valenciana,10862
46096,Cerdà,Valencia/València,Comunitat Valenciana,10979
46097,Cofrentes,Valencia/València,Comunitat Valenciana,14834
46098,Corbera,Valencia/València,Comunitat Valenciana,10978
46099,Cortes de Pallás,Valencia/València,Comunitat Valenciana,15208
46100,Cotes,Valencia/València,Comunitat Valenciana,12361
46101,Quart de les Valls,Valencia/València,Comunitat Valenciana,12172
46102,Quart de Poblet,Valencia/València,Comunitat Valenciana,11644
46103,Quartell,Valencia/València,Comunitat Valenciana,13696
46104,Quatretonda,Valencia/València,Comunitat Valenciana,12238
46105,Cullera,Valencia/València,Comunitat Valenciana,11416
46106,Chelva,Valencia/València,Comunitat Valenciana,12401
46107,Chella,Valencia/València,Comunitat Valenciana,10211
46108,Chera,Valencia/València,Comunitat Valenciana,10946
46109,Cheste,Valencia/València,Comunitat Valenciana,11782
46110,Xirivella,Valencia/València,Comunitat Valenciana,10757
46111,Chiva,Valencia/València,Comunitat Valenciana,13470
46112,Chulilla,Valencia/València,Comunitat Valenciana,11880
46113,Daimús,Valencia/València,Comunitat Valenciana,14269
46114,Domeño,Valencia/València,Comunitat Valenciana,12373
46115,Dos Aguas,Valencia/València,Comunitat Valenciana,11637
46116,l' Eliana,Valencia/València,Comunitat Valenciana,16380
46117,Emperador,Valencia/València,Comunitat Valenciana,13017
46118,Enguera,Valencia/València,Comunitat Valenciana,11737
46119,l' Énova,Valencia/València,Comunitat Valenciana,11328
46120,Estivella,Valencia/València,Comunitat Valenciana,13607
46121,Estubeny,Valencia/València,Comunitat Valenciana,12523
46122,Faura,Valencia/València,Comunitat Valenciana,11955
46123,Favara,Valencia/València,Comunitat Valenciana,11317
46124,Fontanars dels Alforins,Valencia/València,Comunitat Valenciana,12333
46125,Fortaleny,Valencia/València,Comunitat Valenciana,11855
46126,Foios,Valencia/València,Comunitat Valenciana,13506
46127,la Font d'En Carròs,Valencia/València,Comunitat Valenciana,11014
46128,la Font de la Figuera,Valencia/València,Comunitat Valenciana,11130
46129,Fuenterrobles,Valencia/València,Comunitat Valenciana,9096
46130,Gavarda,Valencia/València,Comunitat Valenciana,11588
46131,Gandia,Valencia/València,Comunitat Valenciana,11238
46132,el Genovés,Valencia/València,Comunitat Valenciana,11080
46133,Gestalgar,Valencia/València,Comunitat Valenciana,13567
46134,Gilet,Valencia/València,Comunitat Valenciana,13259
46135,Godella,Valencia/València,Comunitat Valenciana,17307
46136,Godelleta,Valencia/València,Comunitat Valenciana,11700
46137,la Granja de la Costera,Valencia/València,Comunitat Valenciana,12568
46138,Guadasséquies,Valencia/València,Comunitat Valenciana,12367
46139,Guadassuar,Valencia/València,Comunitat Valenciana,12597
46140,Guardamar de la Safor,Valencia/València,Comunitat Valenciana,13773
46141,Higueruelas,Valencia/València,Comunitat Valenciana,12386
46142,Jalance,Valencia/València,Comunitat Valenciana,13716
46143,Xeraco,Valencia/València,Comunitat Valenciana,11173
46144,Jarafuel,Valencia/València,Comunitat Valenciana,12231
46145,Xàtiva,Valencia/València,Comunitat Valenciana,12308
46146,Xeresa,Valencia/València,Comunitat Valenciana,11001
46147,Llíria,Valencia/València,Comunitat Valenciana,11658
46148,Loriguilla,Valencia/València,Comunitat Valenciana,12759
46149,Losa del Obispo,Valencia/València,Comunitat Valenciana,11009
46150,Llutxent,Valencia/València,Comunitat Valenciana,10503
46151,Llocnou d'En Fenollet,Valencia/València,Comunitat Valenciana,11061
46152,Llocnou de la Corona,Valencia/València,Comunitat Valenciana,11032
46153,Llocnou de Sant Jeroni,Valencia/València,Comunitat Valenciana,11966
46154,Llanera de Ranes,Valencia/València,Comunitat Valenciana,9952
46155,Llaurí,Valencia/València,Comunitat Valenciana,11067
46156,Llombai,Valencia/València,Comunitat Valenciana,11473
46157,la Llosa de Ranes,Valencia/València,Comunitat Valenciana,11183
46158,Macastre,Valencia/València,Comunitat Valenciana,11599
46159,Manises,Valencia/València,Comunitat Valenciana,11184
46160,Manuel,Valencia/València,Comunitat Valenciana,11298
46161,Marines,Valencia/València,Comunitat Valenciana,12003
46162,Massalavés,Valencia/València,Comunitat Valenciana,10129
46163,Massalfassar,Valencia/València,Comunitat Valenciana,14330
46164,Massamagrell,Valencia/València,Comunitat Valenciana,11591
46165,Massanassa,Valencia/València,Comunitat Valenciana,12630
46166,Meliana,Valencia/València,Comunitat Valenciana,12797
46167,Millares,Valencia/València,Comunitat Valenciana,11162
46168,Miramar,Valencia/València,Comunitat Valenciana,12704
46169,Mislata,Valencia/València,Comunitat Valenciana,12074
46170,Mogente/Moixent,Valencia/València,Comunitat Valenciana,10997
46171,Moncada,Valencia/València,Comunitat Valenciana,12167
46172,Montserrat,Valencia/València,Comunitat Valenciana,11521
46173,Montaverner,Valencia/València,Comunitat Valenciana,11605
46174,Montesa,Valencia/València,Comunitat Valenciana,10974
46175,Montitxelvo/Montichelvo,Valencia/València,Comunitat Valenciana,11348
46176,Montroi/Montroy,Valencia/València,Comunitat Valenciana,10244
46177,Museros,Valencia/València,Comunitat Valenciana,12869
46178,Nàquera/Náquera,Valencia/València,Comunitat Valenciana,13765
46179,Navarrés,Valencia/València,Comunitat Valenciana,10786
46180,Novelé/Novetlè,Valencia/València,Comunitat Valenciana,12053
46181,Oliva,Valencia/València,Comunitat Valenciana,11486
46182,Olocau,Valencia/València,Comunitat Valenciana,13724
46183,l' Olleria,Valencia/València,Comunitat Valenciana,11140
46184,Ontinyent,Valencia/València,Comunitat Valenciana,11828
46185,Otos,Valencia/València,Comunitat Valenciana,11663
46186,Paiporta,Valencia/València,Comunitat Valenciana,12105
46187,Palma de Gandía,Valencia/València,Comunitat Valenciana,11537
46188,Palmera,Valencia/València,Comunitat Valenciana,11205
46189,el Palomar,Valencia/València,Comunitat Valenciana,12103
46190,Paterna,Valencia/València,Comunitat Valenciana,12695
46191,Pedralba,Valencia/València,Comunitat Valenciana,10548
46192,Petrés,Valencia/València,Comunitat Valenciana,12344
46193,Picanya,Valencia/València,Comunitat Valenciana,13903
46194,Picassent,Valencia/València,Comunitat Valenciana,12138
46195,Piles,Valencia/València,Comunitat Valenciana,12138
46196,Pinet,Valencia/València,Comunitat Valenciana,11921
46197,Polinyà de Xúquer,Valencia/València,Comunitat Valenciana,11484
46198,Potries,Valencia/València,Comunitat Valenciana,12861
46199,la Pobla de Farnals,Valencia/València,Comunitat Valenciana,13577
46200,la Pobla del Duc,Valencia/València,Comunitat Valenciana,11407
46201,Puebla de San Miguel,Valencia/València,Comunitat Valenciana,NA
46202,la Pobla de Vallbona,Valencia/València,Comunitat Valenciana,13141
46203,la Pobla Llarga,Valencia/València,Comunitat Valenciana,11597
46204,el Puig de Santa Maria,Valencia/València,Comunitat Valenciana,15035
46205,Puçol,Valencia/València,Comunitat Valenciana,14134
46206,Quesa,Valencia/València,Comunitat Valenciana,10704
46207,Rafelbunyol,Valencia/València,Comunitat Valenciana,12666
46208,Rafelcofer,Valencia/València,Comunitat Valenciana,12234
46209,Rafelguaraf,Valencia/València,Comunitat Valenciana,10903
46210,Ráfol de Salem,Valencia/València,Comunitat Valenciana,10085
46211,el Real de Gandia,Valencia/València,Comunitat Valenciana,11888
46212,Real,Valencia/València,Comunitat Valenciana,10910
46213,Requena,Valencia/València,Comunitat Valenciana,11713
46214,Riba-roja de Túria,Valencia/València,Comunitat Valenciana,13208
46215,Riola,Valencia/València,Comunitat Valenciana,10651
46216,Rocafort,Valencia/València,Comunitat Valenciana,19046
46217,Rotglà i Corberà,Valencia/València,Comunitat Valenciana,11376
46218,Ròtova,Valencia/València,Comunitat Valenciana,12241
46219,Rugat,Valencia/València,Comunitat Valenciana,12037
46220,Sagunto/Sagunt,Valencia/València,Comunitat Valenciana,12701
46221,Salem,Valencia/València,Comunitat Valenciana,11872
46222,Sant Joanet,Valencia/València,Comunitat Valenciana,11393
46223,Sedaví,Valencia/València,Comunitat Valenciana,12064
46224,Segart,Valencia/València,Comunitat Valenciana,15832
46225,Sellent,Valencia/València,Comunitat Valenciana,11497
46226,Sempere,Valencia/València,Comunitat Valenciana,NA
46227,Senyera,Valencia/València,Comunitat Valenciana,11183
46228,Serra,Valencia/València,Comunitat Valenciana,13368
46229,Siete Aguas,Valencia/València,Comunitat Valenciana,12759
46230,Silla,Valencia/València,Comunitat Valenciana,11768
46231,Simat de la Valldigna,Valencia/València,Comunitat Valenciana,11722
46232,Sinarcas,Valencia/València,Comunitat Valenciana,11323
46233,Sollana,Valencia/València,Comunitat Valenciana,12301
46234,Sot de Chera,Valencia/València,Comunitat Valenciana,11990
46235,Sueca,Valencia/València,Comunitat Valenciana,12227
46236,Sumacàrcer,Valencia/València,Comunitat Valenciana,11544
46237,Tavernes Blanques,Valencia/València,Comunitat Valenciana,11863
46238,Tavernes de la Valldigna,Valencia/València,Comunitat Valenciana,11931
46239,Teresa de Cofrentes,Valencia/València,Comunitat Valenciana,10906
46240,Terrateig,Valencia/València,Comunitat Valenciana,11547
46241,Titaguas,Valencia/València,Comunitat Valenciana,12747
46242,Torrebaja,Valencia/València,Comunitat Valenciana,12772
46243,Torrella,Valencia/València,Comunitat Valenciana,11443
46244,Torrent,Valencia/València,Comunitat Valenciana,11568
46245,Torres Torres,Valencia/València,Comunitat Valenciana,15030
46246,Tous,Valencia/València,Comunitat Valenciana,12295
46247,Tuéjar,Valencia/València,Comunitat Valenciana,11540
46248,Turís,Valencia/València,Comunitat Valenciana,10965
46249,Utiel,Valencia/València,Comunitat Valenciana,11144
46250,València,Valencia/València,Comunitat Valenciana,14348
46251,Vallada,Valencia/València,Comunitat Valenciana,11534
46252,Vallanca,Valencia/València,Comunitat Valenciana,14405
46253,Vallés,Valencia/València,Comunitat Valenciana,9929
46254,Venta del Moro,Valencia/València,Comunitat Valenciana,9319
46255,Vilallonga/Villalonga,Valencia/València,Comunitat Valenciana,11761
46256,Vilamarxant,Valencia/València,Comunitat Valenciana,11249
46257,Castelló,Valencia/València,Comunitat Valenciana,11614
46258,Villar del Arzobispo,Valencia/València,Comunitat Valenciana,11666
46259,Villargordo del Cabriel,Valencia/València,Comunitat Valenciana,10781
46260,Vinalesa,Valencia/València,Comunitat Valenciana,12921
46261,Yátova,Valencia/València,Comunitat Valenciana,12509
46262,La Yesa,Valencia/València,Comunitat Valenciana,13265
46263,Zarra,Valencia/València,Comunitat Valenciana,10223
46902,Gátova,Valencia/València,Comunitat Valenciana,10994
46903,San Antonio de Benagéber,Valencia/València,Comunitat Valenciana,15931
46904,Benicull de Xúquer,Valencia/València,Comunitat Valenciana,11636
47001,Adalia,Valladolid,Castilla y León,14423
47002,Aguasal,Valladolid,Castilla y León,14423
47003,Aguilar de Campos,Valladolid,Castilla y León,12075
47004,Alaejos,Valladolid,Castilla y León,11280
47005,Alcazarén,Valladolid,Castilla y León,11368
47006,Aldea de San Miguel,Valladolid,Castilla y León,13462
47007,Aldeamayor de San Martín,Valladolid,Castilla y León,13655
47008,Almenara de Adaja,Valladolid,Castilla y León,14423
47009,Amusquillo,Valladolid,Castilla y León,14423
47010,Arroyo de la Encomienda,Valladolid,Castilla y León,14850
47011,Ataquines,Valladolid,Castilla y León,11766
47012,Bahabón,Valladolid,Castilla y León,14423
47013,Barcial de la Loma,Valladolid,Castilla y León,14423
47014,Barruelo del Valle,Valladolid,Castilla y León,14423
47015,Becilla de Valderaduey,Valladolid,Castilla y León,12958
47016,Benafarces,Valladolid,Castilla y León,14423
47017,Bercero,Valladolid,Castilla y León,13974
47018,Berceruelo,Valladolid,Castilla y León,14423
47019,Berrueces,Valladolid,Castilla y León,16009
47020,Bobadilla del Campo,Valladolid,Castilla y León,12940
47021,Bocigas,Valladolid,Castilla y León,14423
47022,Bocos de Duero,Valladolid,Castilla y León,14423
47023,Boecillo,Valladolid,Castilla y León,16003
47024,Bolaños de Campos,Valladolid,Castilla y León,13769
47025,Brahojos de Medina,Valladolid,Castilla y León,11611
47026,Bustillo de Chaves,Valladolid,Castilla y León,14423
47027,Cabezón de Pisuerga,Valladolid,Castilla y León,12317
47028,Cabezón de Valderaduey,Valladolid,Castilla y León,14423
47029,Cabreros del Monte,Valladolid,Castilla y León,14423
47030,Campaspero,Valladolid,Castilla y León,12720
47031,El Campillo,Valladolid,Castilla y León,12926
47032,Camporredondo,Valladolid,Castilla y León,17746
47033,Canalejas de Peñafiel,Valladolid,Castilla y León,14180
47034,Canillas de Esgueva,Valladolid,Castilla y León,14423
47035,Carpio,Valladolid,Castilla y León,10677
47036,Casasola de Arión,Valladolid,Castilla y León,12357
47037,Castrejón de Trabancos,Valladolid,Castilla y León,10601
47038,Castrillo de Duero,Valladolid,Castilla y León,14493
47039,Castrillo-Tejeriego,Valladolid,Castilla y León,14511
47040,Castrobol,Valladolid,Castilla y León,14423
47041,Castrodeza,Valladolid,Castilla y León,15629
47042,Castromembibre,Valladolid,Castilla y León,14423
47043,Castromonte,Valladolid,Castilla y León,14095
47044,Castronuevo de Esgueva,Valladolid,Castilla y León,15345
47045,Castronuño,Valladolid,Castilla y León,11412
47046,Castroponce,Valladolid,Castilla y León,10036
47047,Castroverde de Cerrato,Valladolid,Castilla y León,13626
47048,Ceinos de Campos,Valladolid,Castilla y León,11952
47049,Cervillego de la Cruz,Valladolid,Castilla y León,14423
47050,Cigales,Valladolid,Castilla y León,11663
47051,Ciguñuela,Valladolid,Castilla y León,13127
47052,Cistérniga,Valladolid,Castilla y León,13289
47053,Cogeces de Íscar,Valladolid,Castilla y León,12568
47054,Cogeces del Monte,Valladolid,Castilla y León,13649
47055,Corcos,Valladolid,Castilla y León,14930
47056,Corrales de Duero,Valladolid,Castilla y León,14423
47057,Cubillas de Santa Marta,Valladolid,Castilla y León,13024
47058,Cuenca de Campos,Valladolid,Castilla y León,13688
47059,Curiel de Duero,Valladolid,Castilla y León,13753
47060,Encinas de Esgueva,Valladolid,Castilla y León,15066
47061,Esguevillas de Esgueva,Valladolid,Castilla y León,14061
47062,Fombellida,Valladolid,Castilla y León,15237
47063,Fompedraza,Valladolid,Castilla y León,14510
47064,Fontihoyuelo,Valladolid,Castilla y León,14423
47065,Fresno el Viejo,Valladolid,Castilla y León,11157
47066,Fuensaldaña,Valladolid,Castilla y León,14457
47067,Fuente el Sol,Valladolid,Castilla y León,14028
47068,Fuente-Olmedo,Valladolid,Castilla y León,14423
47069,Gallegos de Hornija,Valladolid,Castilla y León,14138
47070,Gatón de Campos,Valladolid,Castilla y León,14423
47071,Geria,Valladolid,Castilla y León,14114
47073,Herrín de Campos,Valladolid,Castilla y León,13988
47074,Hornillos de Eresma,Valladolid,Castilla y León,14210
47075,Íscar,Valladolid,Castilla y León,11350
47076,Laguna de Duero,Valladolid,Castilla y León,13439
47077,Langayo,Valladolid,Castilla y León,13480
47078,Lomoviejo,Valladolid,Castilla y León,11812
47079,Llano de Olmedo,Valladolid,Castilla y León,14423
47080,Manzanillo,Valladolid,Castilla y León,14423
47081,Marzales,Valladolid,Castilla y León,14423
47082,Matapozuelos,Valladolid,Castilla y León,11481
47083,Matilla de los Caños,Valladolid,Castilla y León,14423
47084,Mayorga,Valladolid,Castilla y León,11140
47085,Medina del Campo,Valladolid,Castilla y León,11487
47086,Medina de Rioseco,Valladolid,Castilla y León,11897
47087,Megeces,Valladolid,Castilla y León,13308
47088,Melgar de Abajo,Valladolid,Castilla y León,16477
47089,Melgar de Arriba,Valladolid,Castilla y León,14530
47090,Mojados,Valladolid,Castilla y León,12091
47091,Monasterio de Vega,Valladolid,Castilla y León,14423
47092,Montealegre de Campos,Valladolid,Castilla y León,14698
47093,Montemayor de Pililla,Valladolid,Castilla y León,13632
47094,Moral de la Reina,Valladolid,Castilla y León,11460
47095,Moraleja de las Panaderas,Valladolid,Castilla y León,14423
47096,Morales de Campos,Valladolid,Castilla y León,14964
47097,Mota del Marqués,Valladolid,Castilla y León,11887
47098,Mucientes,Valladolid,Castilla y León,14412
47099,La Mudarra,Valladolid,Castilla y León,16156
47100,Muriel,Valladolid,Castilla y León,12335
47101,Nava del Rey,Valladolid,Castilla y León,10334
47102,Nueva Villa de las Torres,Valladolid,Castilla y León,12559
47103,Olivares de Duero,Valladolid,Castilla y León,12696
47104,Olmedo,Valladolid,Castilla y León,12338
47105,Olmos de Esgueva,Valladolid,Castilla y León,13329
47106,Olmos de Peñafiel,Valladolid,Castilla y León,14423
47109,Palazuelo de Vedija,Valladolid,Castilla y León,13477
47110,La Parrilla,Valladolid,Castilla y León,12424
47111,La Pedraja de Portillo,Valladolid,Castilla y León,12392
47112,Pedrajas de San Esteban,Valladolid,Castilla y León,10765
47113,Pedrosa del Rey,Valladolid,Castilla y León,13376
47114,Peñafiel,Valladolid,Castilla y León,12265
47115,Peñaflor de Hornija,Valladolid,Castilla y León,14000
47116,Pesquera de Duero,Valladolid,Castilla y León,15128
47117,Piña de Esgueva,Valladolid,Castilla y León,13526
47118,Piñel de Abajo,Valladolid,Castilla y León,13699
47119,Piñel de Arriba,Valladolid,Castilla y León,14423
47121,Pollos,Valladolid,Castilla y León,11530
47122,Portillo,Valladolid,Castilla y León,13034
47123,Pozal de Gallinas,Valladolid,Castilla y León,11724
47124,Pozaldez,Valladolid,Castilla y León,11033
47125,Pozuelo de la Orden,Valladolid,Castilla y León,14423
47126,Puras,Valladolid,Castilla y León,14423
47127,Quintanilla de Arriba,Valladolid,Castilla y León,10828
47128,Quintanilla del Molar,Valladolid,Castilla y León,14423
47129,Quintanilla de Onésimo,Valladolid,Castilla y León,12830
47130,Quintanilla de Trigueros,Valladolid,Castilla y León,12610
47131,Rábano,Valladolid,Castilla y León,13576
47132,Ramiro,Valladolid,Castilla y León,14423
47133,Renedo de Esgueva,Valladolid,Castilla y León,13606
47134,Roales de Campos,Valladolid,Castilla y León,11985
47135,Robladillo,Valladolid,Castilla y León,14423
47137,Roturas,Valladolid,Castilla y León,14423
47138,Rubí de Bracamonte,Valladolid,Castilla y León,12348
47139,Rueda,Valladolid,Castilla y León,12254
47140,Saelices de Mayorga,Valladolid,Castilla y León,14423
47141,Salvador de Zapardiel,Valladolid,Castilla y León,12157
47142,San Cebrián de Mazote,Valladolid,Castilla y León,15896
47143,San Llorente,Valladolid,Castilla y León,14975
47144,San Martín de Valvení,Valladolid,Castilla y León,14423
47145,San Miguel del Arroyo,Valladolid,Castilla y León,12979
47146,San Miguel del Pino,Valladolid,Castilla y León,12050
47147,San Pablo de la Moraleja,Valladolid,Castilla y León,11149
47148,San Pedro de Latarce,Valladolid,Castilla y León,11187
47149,San Pelayo,Valladolid,Castilla y León,14423
47150,San Román de Hornija,Valladolid,Castilla y León,10828
47151,San Salvador,Valladolid,Castilla y León,14423
47152,Santa Eufemia del Arroyo,Valladolid,Castilla y León,14423
47153,Santervás de Campos,Valladolid,Castilla y León,14086
47154,Santibáñez de Valcorba,Valladolid,Castilla y León,14195
47155,Santovenia de Pisuerga,Valladolid,Castilla y León,12000
47156,San Vicente del Palacio,Valladolid,Castilla y León,11265
47157,Sardón de Duero,Valladolid,Castilla y León,13043
47158,La Seca,Valladolid,Castilla y León,11090
47159,Serrada,Valladolid,Castilla y León,10387
47160,Siete Iglesias de Trabancos,Valladolid,Castilla y León,10794
47161,Simancas,Valladolid,Castilla y León,18187
47162,Tamariz de Campos,Valladolid,Castilla y León,14423
47163,Tiedra,Valladolid,Castilla y León,14486
47164,Tordehumos,Valladolid,Castilla y León,11969
47165,Tordesillas,Valladolid,Castilla y León,12310
47166,Torrecilla de la Abadesa,Valladolid,Castilla y León,12724
47167,Torrecilla de la Orden,Valladolid,Castilla y León,13997
47168,Torrecilla de la Torre,Valladolid,Castilla y León,14423
47169,Torre de Esgueva,Valladolid,Castilla y León,14423
47170,Torre de Peñafiel,Valladolid,Castilla y León,14423
47171,Torrelobatón,Valladolid,Castilla y León,14178
47172,Torrescárcela,Valladolid,Castilla y León,13576
47173,Traspinedo,Valladolid,Castilla y León,12324
47174,Trigueros del Valle,Valladolid,Castilla y León,14099
47175,Tudela de Duero,Valladolid,Castilla y León,12709
47176,La Unión de Campos,Valladolid,Castilla y León,10800
47177,Urones de Castroponce,Valladolid,Castilla y León,14423
47178,Urueña,Valladolid,Castilla y León,14994
47179,Valbuena de Duero,Valladolid,Castilla y León,15043
47180,Valdearcos de la Vega,Valladolid,Castilla y León,14423
47181,Valdenebro de los Valles,Valladolid,Castilla y León,14148
47182,Valdestillas,Valladolid,Castilla y León,11523
47183,Valdunquillo,Valladolid,Castilla y León,11618
47184,Valoria la Buena,Valladolid,Castilla y León,13410
47185,Valverde de Campos,Valladolid,Castilla y León,14423
47186,Valladolid,Valladolid,Castilla y León,14729
47187,Vega de Ruiponce,Valladolid,Castilla y León,14423
47188,Vega de Valdetronco,Valladolid,Castilla y León,14423
47189,Velascálvaro,Valladolid,Castilla y León,12195
47190,Velilla,Valladolid,Castilla y León,11121
47191,Velliza,Valladolid,Castilla y León,18160
47192,Ventosa de la Cuesta,Valladolid,Castilla y León,14423
47193,Viana de Cega,Valladolid,Castilla y León,14214
47194,Viloria,Valladolid,Castilla y León,11188
47195,Villabáñez,Valladolid,Castilla y León,14051
47196,Villabaruz de Campos,Valladolid,Castilla y León,14423
47197,Villabrágima,Valladolid,Castilla y León,11951
47198,Villacarralón,Valladolid,Castilla y León,14423
47199,Villacid de Campos,Valladolid,Castilla y León,14423
47200,Villaco,Valladolid,Castilla y León,14423
47203,Villafrades de Campos,Valladolid,Castilla y León,14423
47204,Villafranca de Duero,Valladolid,Castilla y León,10537
47205,Villafrechós,Valladolid,Castilla y León,11454
47206,Villafuerte,Valladolid,Castilla y León,14423
47207,Villagarcía de Campos,Valladolid,Castilla y León,12500
47208,Villagómez la Nueva,Valladolid,Castilla y León,14423
47209,Villalán de Campos,Valladolid,Castilla y León,14423
47210,Villalar de los Comuneros,Valladolid,Castilla y León,14025
47211,Villalba de la Loma,Valladolid,Castilla y León,14423
47212,Villalba de los Alcores,Valladolid,Castilla y León,13574
