codigo_mun,mun,prov,ccaa,renta_neta_media_por_persona
01001,Alegría-Dulantzi,Araba/Álava,País Vasco,14647
01002,Amurrio,Araba/Álava,País Vasco,15192
01003,Aramaio,Araba/Álava,País Vasco,18440
01004,Artziniega,Araba/Álava,País Vasco,14033
01006,Armiñón,Araba/Álava,País Vasco,16927
01008,Arratzua-Ubarrundia,Araba/Álava,País Vasco,19293
01009,Asparrena,Araba/Álava,País Vasco,14754
01010,Ayala/Aiara,Araba/Álava,País Vasco,15577
01011,Baños de Ebro/Mañueta,Araba/Álava,País Vasco,11109
01013,Barrundia,Araba/Álava,País Vasco,17935
01014,Berantevilla,Araba/Álava,País Vasco,15428
01016,Bernedo,Araba/Álava,País Vasco,15883
01017,Campezo/Kanpezu,Araba/Álava,País Vasco,14737
01018,Zigoitia,Araba/Álava,País Vasco,19671
01019,Kripan,Araba/Álava,País Vasco,12308
01020,Kuartango,Araba/Álava,País Vasco,16019
01021,Elburgo/Burgelu,Araba/Álava,País Vasco,18082
01022,Elciego,Araba/Álava,País Vasco,14061
01023,Elvillar/Bilar,Araba/Álava,País Vasco,11013
01027,Iruraiz-Gauna,Araba/Álava,País Vasco,18015
01028,Labastida/Bastida,Araba/Álava,País Vasco,12886
01030,Lagrán,Araba/Álava,País Vasco,17295
01031,Laguardia,Araba/Álava,País Vasco,14088
01032,Lanciego/Lantziego,Araba/Álava,País Vasco,10797
01033,Lapuebla de Labarca,Araba/Álava,País Vasco,11131
01034,Leza,Araba/Álava,País Vasco,15720
01036,Laudio/Llodio,Araba/Álava,País Vasco,15175
01037,Arraia-Maeztu,Araba/Álava,País Vasco,21732
01039,Moreda de Álava/Moreda Araba,Araba/Álava,País Vasco,14817
01041,Navaridas,Araba/Álava,País Vasco,10955
01042,Okondo,Araba/Álava,País Vasco,13955
01043,Oyón-Oion,Araba/Álava,País Vasco,11795
01044,Peñacerrada-Urizaharra,Araba/Álava,País Vasco,18385
01046,Erriberagoitia/Ribera Alta,Araba/Álava,País Vasco,17196
01047,Erriberabeitia,Araba/Álava,País Vasco,14312
01049,Añana,Araba/Álava,País Vasco,18624
01051,Agurain/Salvatierra,Araba/Álava,País Vasco,13273
01052,Samaniego,Araba/Álava,País Vasco,13481
01053,San Millán/Donemiliaga,Araba/Álava,País Vasco,17174
01054,Urkabustaiz,Araba/Álava,País Vasco,14967
01055,Valdegovía/Gaubea,Araba/Álava,País Vasco,16154
01056,Harana/Valle de Arana,Araba/Álava,País Vasco,14458
01057,Villabuena de Álava/Eskuernaga,Araba/Álava,País Vasco,11786
01058,Legutio,Araba/Álava,País Vasco,16554
01059,Vitoria-Gasteiz,Araba/Álava,País Vasco,15650
01060,Yécora/Iekora,Araba/Álava,País Vasco,12184
01061,Zalduondo,Araba/Álava,País Vasco,19361
01062,Zambrana,Araba/Álava,País Vasco,14099
01063,Zuia,Araba/Álava,País Vasco,19864
01901,Iruña Oka/Iruña de Oca,Araba/Álava,País Vasco,15046
01902,Lantarón,Araba/Álava,País Vasco,13872
02001,Abengibre,Albacete,Castilla - La Mancha,12188
02002,Alatoz,Albacete,Castilla - La Mancha,10771
02003,Albacete,Albacete,Castilla - La Mancha,13146
02004,Albatana,Albacete,Castilla - La Mancha,10026
02005,Alborea,Albacete,Castilla - La Mancha,9881
02006,Alcadozo,Albacete,Castilla - La Mancha,10086
02007,Alcalá del Júcar,Albacete,Castilla - La Mancha,10480
02008,Alcaraz,Albacete,Castilla - La Mancha,10630
02009,Almansa,Albacete,Castilla - La Mancha,11263
02010,Alpera,Albacete,Castilla - La Mancha,9645
02011,Ayna,Albacete,Castilla - La Mancha,11990
02012,Balazote,Albacete,Castilla - La Mancha,10495
02013,Balsa de Ves,Albacete,Castilla - La Mancha,13701
02014,El Ballestero,Albacete,Castilla - La Mancha,11587
02015,Barrax,Albacete,Castilla - La Mancha,9992
02016,Bienservida,Albacete,Castilla - La Mancha,10497
02017,Bogarra,Albacete,Castilla - La Mancha,10045
02018,Bonete,Albacete,Castilla - La Mancha,11453
02019,El Bonillo,Albacete,Castilla - La Mancha,10814
02020,Carcelén,Albacete,Castilla - La Mancha,10038
02021,Casas de Juan Núñez,Albacete,Castilla - La Mancha,10377
02022,Casas de Lázaro,Albacete,Castilla - La Mancha,12592
02023,Casas de Ves,Albacete,Castilla - La Mancha,11620
02024,Casas-Ibáñez,Albacete,Castilla - La Mancha,10518
02025,Caudete,Albacete,Castilla - La Mancha,10126
02026,Cenizate,Albacete,Castilla - La Mancha,8895
02027,Corral-Rubio,Albacete,Castilla - La Mancha,11785
02028,Cotillas,Albacete,Castilla - La Mancha,10430
02029,Chinchilla de Monte-Aragón,Albacete,Castilla - La Mancha,11896
02030,Elche de la Sierra,Albacete,Castilla - La Mancha,10149
02031,Férez,Albacete,Castilla - La Mancha,10314
02032,Fuensanta,Albacete,Castilla - La Mancha,11554
02033,Fuente-Álamo,Albacete,Castilla - La Mancha,9789
02034,Fuentealbilla,Albacete,Castilla - La Mancha,10497
02035,La Gineta,Albacete,Castilla - La Mancha,10957
02036,Golosalvo,Albacete,Castilla - La Mancha,12033
02037,Hellín,Albacete,Castilla - La Mancha,9742
02038,La Herrera,Albacete,Castilla - La Mancha,11217
02039,Higueruela,Albacete,Castilla - La Mancha,11299
02040,Hoya-Gonzalo,Albacete,Castilla - La Mancha,12727
02041,Jorquera,Albacete,Castilla - La Mancha,10986
02042,Letur,Albacete,Castilla - La Mancha,10867
02043,Lezuza,Albacete,Castilla - La Mancha,10656
02044,Liétor,Albacete,Castilla - La Mancha,10196
02045,Madrigueras,Albacete,Castilla - La Mancha,10997
02046,Mahora,Albacete,Castilla - La Mancha,9985
02047,Masegoso,Albacete,Castilla - La Mancha,14845
02048,Minaya,Albacete,Castilla - La Mancha,10180
02049,Molinicos,Albacete,Castilla - La Mancha,11321
02050,Montalvos,Albacete,Castilla - La Mancha,12033
02051,Montealegre del Castillo,Albacete,Castilla - La Mancha,10283
02052,Motilleja,Albacete,Castilla - La Mancha,9450
02053,Munera,Albacete,Castilla - La Mancha,9677
02054,Navas de Jorquera,Albacete,Castilla - La Mancha,10519
02055,Nerpio,Albacete,Castilla - La Mancha,9240
02056,Ontur,Albacete,Castilla - La Mancha,9563
02057,Ossa de Montiel,Albacete,Castilla - La Mancha,10487
02058,Paterna del Madera,Albacete,Castilla - La Mancha,10896
02059,Peñascosa,Albacete,Castilla - La Mancha,12255
02060,Peñas de San Pedro,Albacete,Castilla - La Mancha,13905
02061,Pétrola,Albacete,Castilla - La Mancha,11666
02062,Povedilla,Albacete,Castilla - La Mancha,10592
02063,Pozohondo,Albacete,Castilla - La Mancha,10312
02064,Pozo-Lorente,Albacete,Castilla - La Mancha,12458
02065,Pozuelo,Albacete,Castilla - La Mancha,12479
02066,La Recueja,Albacete,Castilla - La Mancha,10200
02067,Riópar,Albacete,Castilla - La Mancha,9561
02068,Robledo,Albacete,Castilla - La Mancha,11534
02069,La Roda,Albacete,Castilla - La Mancha,10694
02070,Salobre,Albacete,Castilla - La Mancha,10195
02071,San Pedro,Albacete,Castilla - La Mancha,11405
02072,Socovos,Albacete,Castilla - La Mancha,9038
02073,Tarazona de la Mancha,Albacete,Castilla - La Mancha,9823
02074,Tobarra,Albacete,Castilla - La Mancha,9527
02075,Valdeganga,Albacete,Castilla - La Mancha,11084
02076,Vianos,Albacete,Castilla - La Mancha,11499
02077,Villa de Ves,Albacete,Castilla - La Mancha,12033
02078,Villalgordo del Júcar,Albacete,Castilla - La Mancha,9751
02079,Villamalea,Albacete,Castilla - La Mancha,9854
02080,Villapalacios,Albacete,Castilla - La Mancha,11754
02081,Villarrobledo,Albacete,Castilla - La Mancha,10519
02082,Villatoya,Albacete,Castilla - La Mancha,11364
02083,Villavaliente,Albacete,Castilla - La Mancha,11109
02084,Villaverde de Guadalimar,Albacete,Castilla - La Mancha,9932
02085,Viveros,Albacete,Castilla - La Mancha,12480
02086,Yeste,Albacete,Castilla - La Mancha,9852
02901,Pozo Cañada,Albacete,Castilla - La Mancha,9874
03001,l' Atzúbia,Alicante/Alacant,Comunitat Valenciana,11715
03002,Agost,Alicante/Alacant,Comunitat Valenciana,10305
03003,Agres,Alicante/Alacant,Comunitat Valenciana,12747
03004,Aigües,Alicante/Alacant,Comunitat Valenciana,12325
03005,Albatera,Alicante/Alacant,Comunitat Valenciana,9207
03006,Alcalalí,Alicante/Alacant,Comunitat Valenciana,10468
03007,Alcosser,Alicante/Alacant,Comunitat Valenciana,14891
03008,Alcoleja,Alicante/Alacant,Comunitat Valenciana,12456
03009,Alcoy/Alcoi,Alicante/Alacant,Comunitat Valenciana,12081
03010,Alfafara,Alicante/Alacant,Comunitat Valenciana,12318
03011,l' Alfàs del Pi,Alicante/Alacant,Comunitat Valenciana,9812
03012,Algorfa,Alicante/Alacant,Comunitat Valenciana,8645
03013,Algueña,Alicante/Alacant,Comunitat Valenciana,9979
03014,Alicante/Alacant,Alicante/Alacant,Comunitat Valenciana,12148
03015,Almoradí,Alicante/Alacant,Comunitat Valenciana,8538
03016,Almudaina,Alicante/Alacant,Comunitat Valenciana,11730
03017,l' Alqueria d'Asnar,Alicante/Alacant,Comunitat Valenciana,11922
03018,Altea,Alicante/Alacant,Comunitat Valenciana,10866
03019,Aspe,Alicante/Alacant,Comunitat Valenciana,9874
03020,Balones,Alicante/Alacant,Comunitat Valenciana,13471
03021,Banyeres de Mariola,Alicante/Alacant,Comunitat Valenciana,11998
03022,Benasau,Alicante/Alacant,Comunitat Valenciana,15557
03023,Beneixama,Alicante/Alacant,Comunitat Valenciana,12625
03024,Benejúzar,Alicante/Alacant,Comunitat Valenciana,9554
03025,Benferri,Alicante/Alacant,Comunitat Valenciana,10189
03026,Beniarbeig,Alicante/Alacant,Comunitat Valenciana,10729
03027,Beniardá,Alicante/Alacant,Comunitat Valenciana,10861
03028,Beniarrés,Alicante/Alacant,Comunitat Valenciana,10894
03029,Benigembla,Alicante/Alacant,Comunitat Valenciana,10137
03030,Benidoleig,Alicante/Alacant,Comunitat Valenciana,10707
03031,Benidorm,Alicante/Alacant,Comunitat Valenciana,10471
03032,Benifallim,Alicante/Alacant,Comunitat Valenciana,18342
03033,Benifato,Alicante/Alacant,Comunitat Valenciana,11387
03034,Benijófar,Alicante/Alacant,Comunitat Valenciana,9295
03035,Benilloba,Alicante/Alacant,Comunitat Valenciana,12037
03036,Benillup,Alicante/Alacant,Comunitat Valenciana,14148
03037,Benimantell,Alicante/Alacant,Comunitat Valenciana,10757
03038,Benimarfull,Alicante/Alacant,Comunitat Valenciana,17064
03039,Benimassot,Alicante/Alacant,Comunitat Valenciana,NA
03040,Benimeli,Alicante/Alacant,Comunitat Valenciana,10704
03041,Benissa,Alicante/Alacant,Comunitat Valenciana,10446
03042,"Benitachell/Poble Nou de Benitatxell, el",Alicante/Alacant,Comunitat Valenciana,9499
03043,Biar,Alicante/Alacant,Comunitat Valenciana,12589
03044,Bigastro,Alicante/Alacant,Comunitat Valenciana,9928
03045,Bolulla,Alicante/Alacant,Comunitat Valenciana,7866
03046,Busot,Alicante/Alacant,Comunitat Valenciana,10567
03047,Calp,Alicante/Alacant,Comunitat Valenciana,9916
03048,Callosa d'en Sarrià,Alicante/Alacant,Comunitat Valenciana,9672
03049,Callosa de Segura,Alicante/Alacant,Comunitat Valenciana,9372
03050,el Campello,Alicante/Alacant,Comunitat Valenciana,12670
03051,"Campo de Mirra/Camp de Mirra, el",Alicante/Alacant,Comunitat Valenciana,10822
03052,Cañada,Alicante/Alacant,Comunitat Valenciana,11539
03053,Castalla,Alicante/Alacant,Comunitat Valenciana,11362
03054,Castell de Castells,Alicante/Alacant,Comunitat Valenciana,11249
03055,Catral,Alicante/Alacant,Comunitat Valenciana,9028
03056,Cocentaina,Alicante/Alacant,Comunitat Valenciana,11545
03057,Confrides,Alicante/Alacant,Comunitat Valenciana,11082
03058,Cox,Alicante/Alacant,Comunitat Valenciana,9676
03059,Crevillent,Alicante/Alacant,Comunitat Valenciana,9281
03060,Quatretondeta,Alicante/Alacant,Comunitat Valenciana,10807
03061,Daya Nueva,Alicante/Alacant,Comunitat Valenciana,9736
03062,Daya Vieja,Alicante/Alacant,Comunitat Valenciana,10237
03063,Dénia,Alicante/Alacant,Comunitat Valenciana,11419
03064,Dolores,Alicante/Alacant,Comunitat Valenciana,8828
03065,Elche/Elx,Alicante/Alacant,Comunitat Valenciana,10374
03066,Elda,Alicante/Alacant,Comunitat Valenciana,9980
03067,Fageca,Alicante/Alacant,Comunitat Valenciana,14117
03068,Famorca,Alicante/Alacant,Comunitat Valenciana,NA
03069,Finestrat,Alicante/Alacant,Comunitat Valenciana,10588
03070,Formentera del Segura,Alicante/Alacant,Comunitat Valenciana,8489
03071,Gata de Gorgos,Alicante/Alacant,Comunitat Valenciana,10028
03072,Gaianes,Alicante/Alacant,Comunitat Valenciana,11424
03073,Gorga,Alicante/Alacant,Comunitat Valenciana,12988
03074,Granja de Rocamora,Alicante/Alacant,Comunitat Valenciana,9512
03075,el Castell de Guadalest,Alicante/Alacant,Comunitat Valenciana,11611
03076,Guardamar del Segura,Alicante/Alacant,Comunitat Valenciana,10732
03077,"Fondó de les Neus, el/Hondón de las Nieves",Alicante/Alacant,Comunitat Valenciana,10482
03078,Hondón de los Frailes,Alicante/Alacant,Comunitat Valenciana,8807
03079,Ibi,Alicante/Alacant,Comunitat Valenciana,12049
03080,Jacarilla,Alicante/Alacant,Comunitat Valenciana,9842
03081,Xaló,Alicante/Alacant,Comunitat Valenciana,10030
03082,Jávea/Xàbia,Alicante/Alacant,Comunitat Valenciana,10544
03083,Jijona/Xixona,Alicante/Alacant,Comunitat Valenciana,12452
03084,"Lorcha/Orxa, l'",Alicante/Alacant,Comunitat Valenciana,13525
03085,Llíber,Alicante/Alacant,Comunitat Valenciana,10446
03086,Millena,Alicante/Alacant,Comunitat Valenciana,11775
03088,Monforte del Cid,Alicante/Alacant,Comunitat Valenciana,10781
03089,Monóvar/Monòver,Alicante/Alacant,Comunitat Valenciana,9613
03090,Mutxamel,Alicante/Alacant,Comunitat Valenciana,12325
03091,Murla,Alicante/Alacant,Comunitat Valenciana,10990
03092,Muro de Alcoy,Alicante/Alacant,Comunitat Valenciana,11161
03093,Novelda,Alicante/Alacant,Comunitat Valenciana,10949
03094,la Nucia,Alicante/Alacant,Comunitat Valenciana,10332
03095,Ondara,Alicante/Alacant,Comunitat Valenciana,10214
03096,Onil,Alicante/Alacant,Comunitat Valenciana,11967
03097,Orba,Alicante/Alacant,Comunitat Valenciana,10309
03098,Orxeta,Alicante/Alacant,Comunitat Valenciana,11447
03099,Orihuela,Alicante/Alacant,Comunitat Valenciana,9933
03100,Parcent,Alicante/Alacant,Comunitat Valenciana,10150
03101,Pedreguer,Alicante/Alacant,Comunitat Valenciana,10824
03102,Pego,Alicante/Alacant,Comunitat Valenciana,10941
03103,Penàguila,Alicante/Alacant,Comunitat Valenciana,12144
03104,Petrer,Alicante/Alacant,Comunitat Valenciana,10289
03105,"Pinós, el/Pinoso",Alicante/Alacant,Comunitat Valenciana,9189
03106,Planes,Alicante/Alacant,Comunitat Valenciana,11322
03107,Polop,Alicante/Alacant,Comunitat Valenciana,9926
03109,Rafal,Alicante/Alacant,Comunitat Valenciana,9019
03110,el Ràfol d'Almúnia,Alicante/Alacant,Comunitat Valenciana,10648
03111,Redován,Alicante/Alacant,Comunitat Valenciana,9067
03112,Relleu,Alicante/Alacant,Comunitat Valenciana,10526
03113,Rojales,Alicante/Alacant,Comunitat Valenciana,8802
03114,la Romana,Alicante/Alacant,Comunitat Valenciana,9093
03115,Sagra,Alicante/Alacant,Comunitat Valenciana,10325
03116,Salinas,Alicante/Alacant,Comunitat Valenciana,9780
03117,Sanet y Negrals,Alicante/Alacant,Comunitat Valenciana,9762
03118,San Fulgencio,Alicante/Alacant,Comunitat Valenciana,8590
03119,Sant Joan d'Alacant,Alicante/Alacant,Comunitat Valenciana,12740
03120,San Miguel de Salinas,Alicante/Alacant,Comunitat Valenciana,8796
03121,Santa Pola,Alicante/Alacant,Comunitat Valenciana,10585
03122,San Vicente del Raspeig/Sant Vicent del Raspeig,Alicante/Alacant,Comunitat Valenciana,11526
03123,Sax,Alicante/Alacant,Comunitat Valenciana,10068
03124,Sella,Alicante/Alacant,Comunitat Valenciana,12214
03125,Senija,Alicante/Alacant,Comunitat Valenciana,9960
03127,Tàrbena,Alicante/Alacant,Comunitat Valenciana,9011
03128,Teulada,Alicante/Alacant,Comunitat Valenciana,10254
03129,Tibi,Alicante/Alacant,Comunitat Valenciana,12817
03130,Tollos,Alicante/Alacant,Comunitat Valenciana,NA
03131,Tormos,Alicante/Alacant,Comunitat Valenciana,11171
03132,"Torremanzanas/Torre de les Maçanes, la",Alicante/Alacant,Comunitat Valenciana,11301
03133,Torrevieja,Alicante/Alacant,Comunitat Valenciana,8857
03134,la Vall d'Alcalà,Alicante/Alacant,Comunitat Valenciana,12640
03135,la Vall d'Ebo,Alicante/Alacant,Comunitat Valenciana,12381
03136,la Vall de Gallinera,Alicante/Alacant,Comunitat Valenciana,11413
03137,la Vall de Laguar,Alicante/Alacant,Comunitat Valenciana,10564
03138,el Verger,Alicante/Alacant,Comunitat Valenciana,10162
03139,"Villajoyosa/Vila Joiosa, la",Alicante/Alacant,Comunitat Valenciana,10978
03140,Villena,Alicante/Alacant,Comunitat Valenciana,10593
03901,els Poblets,Alicante/Alacant,Comunitat Valenciana,11559
03902,Pilar de la Horadada,Alicante/Alacant,Comunitat Valenciana,9935
03903,Los Montesinos,Alicante/Alacant,Comunitat Valenciana,9326
03904,San Isidro,Alicante/Alacant,Comunitat Valenciana,9561
04001,Abla,Almería,Andalucía,10891
04002,Abrucena,Almería,Andalucía,10401
04003,Adra,Almería,Andalucía,8731
04004,Albanchez,Almería,Andalucía,9533
04005,Alboloduy,Almería,Andalucía,10481
04006,Albox,Almería,Andalucía,9353
04007,Alcolea,Almería,Andalucía,9539
04008,Alcóntar,Almería,Andalucía,11772
04009,Alcudia de Monteagud,Almería,Andalucía,15007
04010,Alhabia,Almería,Andalucía,9254
04011,Alhama de Almería,Almería,Andalucía,9507
04012,Alicún,Almería,Andalucía,11458
04013,Almería,Almería,Andalucía,11789
04014,Almócita,Almería,Andalucía,11535
04015,Alsodux,Almería,Andalucía,13997
04016,Antas,Almería,Andalucía,9979
04017,Arboleas,Almería,Andalucía,8520
04018,Armuña de Almanzora,Almería,Andalucía,11756
04019,Bacares,Almería,Andalucía,12524
04020,Bayárcal,Almería,Andalucía,9680
04021,Bayarque,Almería,Andalucía,12626
04022,Bédar,Almería,Andalucía,9079
04023,Beires,Almería,Andalucía,12942
04024,Benahadux,Almería,Andalucía,9886
04026,Benitagla,Almería,Andalucía,NA
04027,Benizalón,Almería,Andalucía,10479
04028,Bentarique,Almería,Andalucía,10625
04029,Berja,Almería,Andalucía,8687
04030,Canjáyar,Almería,Andalucía,10255
04031,Cantoria,Almería,Andalucía,9609
04032,Carboneras,Almería,Andalucía,11127
04033,Castro de Filabres,Almería,Andalucía,13790
04034,Cóbdar,Almería,Andalucía,11471
04035,Cuevas del Almanzora,Almería,Andalucía,9297
04036,Chercos,Almería,Andalucía,10048
04037,Chirivel,Almería,Andalucía,10923
04038,Dalías,Almería,Andalucía,9321
04039,NA,NA,NA,NA
04041,Enix,Almería,Andalucía,11417
04043,Felix,Almería,Andalucía,11075
04044,Fines,Almería,Andalucía,9686
04045,Fiñana,Almería,Andalucía,9699
04046,Fondón,Almería,Andalucía,10829
04047,Gádor,Almería,Andalucía,9298
04048,Los Gallardos,Almería,Andalucía,9727
04049,Garrucha,Almería,Andalucía,9094
04050,Gérgal,Almería,Andalucía,9042
04051,Huécija,Almería,Andalucía,10627
04052,Huércal de Almería,Almería,Andalucía,10861
04053,Huércal-Overa,Almería,Andalucía,10294
04054,Íllar,Almería,Andalucía,10271
04055,Instinción,Almería,Andalucía,9261
04056,Laroya,Almería,Andalucía,11786
04057,Láujar de Andarax,Almería,Andalucía,8985
04058,Líjar,Almería,Andalucía,9914
04059,Lubrín,Almería,Andalucía,9431
04060,Lucainena de las Torres,Almería,Andalucía,9679
04061,Lúcar,Almería,Andalucía,10394
04062,Macael,Almería,Andalucía,10786
04063,María,Almería,Andalucía,10907
04064,Mojácar,Almería,Andalucía,10668
04065,Nacimiento,Almería,Andalucía,9953
04066,Níjar,Almería,Andalucía,7993
04067,Ohanes,Almería,Andalucía,10637
04068,Olula de Castro,Almería,Andalucía,12941
04069,Olula del Río,Almería,Andalucía,10228
04070,Oria,Almería,Andalucía,9599
04071,Padules,Almería,Andalucía,11698
04072,Partaloa,Almería,Andalucía,8122
04073,Paterna del Río,Almería,Andalucía,9912
04074,Pechina,Almería,Andalucía,9235
04075,Pulpí,Almería,Andalucía,10022
04076,Purchena,Almería,Andalucía,10929
04077,Rágol,Almería,Andalucía,11235
04078,Rioja,Almería,Andalucía,9220
04079,Roquetas de Mar,Almería,Andalucía,10087
04080,Santa Cruz de Marchena,Almería,Andalucía,11320
04081,Santa Fe de Mondújar,Almería,Andalucía,8917
04082,Senés,Almería,Andalucía,13071
04083,Serón,Almería,Andalucía,11463
04084,Sierro,Almería,Andalucía,11054
04085,Somontín,Almería,Andalucía,9858
04086,Sorbas,Almería,Andalucía,9286
04087,Suflí,Almería,Andalucía,11538
04088,Tabernas,Almería,Andalucía,9216
04089,Taberno,Almería,Andalucía,9038
04090,Tahal,Almería,Andalucía,11647
04091,Terque,Almería,Andalucía,10648
04092,Tíjola,Almería,Andalucía,11139
04093,Turre,Almería,Andalucía,8352
04094,Turrillas,Almería,Andalucía,10371
04095,Uleila del Campo,Almería,Andalucía,9156
04096,Urrácal,Almería,Andalucía,11386
04097,Velefique,Almería,Andalucía,12628
04098,Vélez-Blanco,Almería,Andalucía,10539
04099,Vélez-Rubio,Almería,Andalucía,10176
04100,Vera,Almería,Andalucía,9872
04101,Viator,Almería,Andalucía,9122
04102,Vícar,Almería,Andalucía,8151
04103,Zurgena,Almería,Andalucía,9532
04901,Las Tres Villas,Almería,Andalucía,10560
04902,El Ejido,Almería,Andalucía,8842
04903,La Mojonera,Almería,Andalucía,7694
04904,Balanegra,Almería,Andalucía,9192
05001,Adanero,Ávila,Castilla y León,12452
05002,La Adrada,Ávila,Castilla y León,10304
05005,Albornos,Ávila,Castilla y León,12012
05007,Aldeanueva de Santa Cruz,Ávila,Castilla y León,10018
05008,Aldeaseca,Ávila,Castilla y León,10237
05010,La Aldehuela,Ávila,Castilla y León,10413
05012,Amavida,Ávila,Castilla y León,10193
05013,El Arenal,Ávila,Castilla y León,11380
05014,Arenas de San Pedro,Ávila,Castilla y León,10658
05015,Arevalillo,Ávila,Castilla y León,12516
05016,Arévalo,Ávila,Castilla y León,11745
05017,Aveinte,Ávila,Castilla y León,12516
05018,Avellaneda,Ávila,Castilla y León,12516
05019,Ávila,Ávila,Castilla y León,13779
05021,El Barco de Ávila,Ávila,Castilla y León,11900
05022,El Barraco,Ávila,Castilla y León,11167
05023,Barromán,Ávila,Castilla y León,13423
05024,Becedas,Ávila,Castilla y León,12180
05025,Becedillas,Ávila,Castilla y León,12516
05026,Bercial de Zapardiel,Ávila,Castilla y León,11945
05027,Las Berlanas,Ávila,Castilla y León,13807
05029,Bernuy-Zapardiel,Ávila,Castilla y León,12516
05030,Berrocalejo de Aragona,Ávila,Castilla y León,12516
05033,Blascomillán,Ávila,Castilla y León,10515
05034,Blasconuño de Matacabras,Ávila,Castilla y León,12516
05035,Blascosancho,Ávila,Castilla y León,12516
05036,El Bohodón,Ávila,Castilla y León,11144
05037,Bohoyo,Ávila,Castilla y León,10376
05038,Bonilla de la Sierra,Ávila,Castilla y León,11946
05039,Brabos,Ávila,Castilla y León,12516
05040,Bularros,Ávila,Castilla y León,12516
05041,Burgohondo,Ávila,Castilla y León,10779
05042,Cabezas de Alambre,Ávila,Castilla y León,13849
05043,Cabezas del Pozo,Ávila,Castilla y León,12516
05044,Cabezas del Villar,Ávila,Castilla y León,10527
05045,Cabizuela,Ávila,Castilla y León,12516
05046,Canales,Ávila,Castilla y León,12516
05047,Candeleda,Ávila,Castilla y León,9932
05048,Cantiveros,Ávila,Castilla y León,12516
05049,Cardeñosa,Ávila,Castilla y León,13677
05051,La Carrera,Ávila,Castilla y León,12379
05052,Casas del Puerto,Ávila,Castilla y León,12516
05053,Casasola,Ávila,Castilla y León,12516
05054,Casavieja,Ávila,Castilla y León,9713
05055,Casillas,Ávila,Castilla y León,10376
05056,Castellanos de Zapardiel,Ávila,Castilla y León,12516
05057,Cebreros,Ávila,Castilla y León,10563
05058,Cepeda la Mora,Ávila,Castilla y León,12516
05059,Cillán,Ávila,Castilla y León,12516
05060,Cisla,Ávila,Castilla y León,12249
05061,La Colilla,Ávila,Castilla y León,11333
05062,Collado de Contreras,Ávila,Castilla y León,13168
05063,Collado del Mirón,Ávila,Castilla y León,12516
05064,Constanzana,Ávila,Castilla y León,13379
05065,Crespos,Ávila,Castilla y León,12709
05066,Cuevas del Valle,Ávila,Castilla y León,11350
05067,Chamartín,Ávila,Castilla y León,12516
05069,Donjimeno,Ávila,Castilla y León,12516
05070,Donvidas,Ávila,Castilla y León,12516
05072,Espinosa de los Caballeros,Ávila,Castilla y León,12516
05073,Flores de Ávila,Ávila,Castilla y León,13121
05074,Fontiveros,Ávila,Castilla y León,13323
05075,Fresnedilla,Ávila,Castilla y León,12516
05076,El Fresno,Ávila,Castilla y León,11883
05077,Fuente el Saúz,Ávila,Castilla y León,10890
05078,Fuentes de Año,Ávila,Castilla y León,12516
05079,Gallegos de Altamiros,Ávila,Castilla y León,12516
05080,Gallegos de Sobrinos,Ávila,Castilla y León,12516
05081,Garganta del Villar,Ávila,Castilla y León,12516
05082,Gavilanes,Ávila,Castilla y León,10398
05083,Gemuño,Ávila,Castilla y León,13417
05084,Gilbuena,Ávila,Castilla y León,12516
05085,Gil García,Ávila,Castilla y León,12516
05086,Gimialcón,Ávila,Castilla y León,12516
05087,Gotarrendura,Ávila,Castilla y León,13255
05088,Grandes y San Martín,Ávila,Castilla y León,12516
05089,Guisando,Ávila,Castilla y León,12041
05090,Gutierre-Muñoz,Ávila,Castilla y León,12516
05092,Hernansancho,Ávila,Castilla y León,12082
05093,Herradón de Pinares,Ávila,Castilla y León,10054
05094,Herreros de Suso,Ávila,Castilla y León,12651
05095,Higuera de las Dueñas,Ávila,Castilla y León,10758
05096,La Hija de Dios,Ávila,Castilla y León,12516
05097,La Horcajada,Ávila,Castilla y León,10059
05099,Horcajo de las Torres,Ávila,Castilla y León,11609
05100,El Hornillo,Ávila,Castilla y León,12677
05101,Hoyocasero,Ávila,Castilla y León,13973
05102,El Hoyo de Pinares,Ávila,Castilla y León,9360
05103,Hoyorredondo,Ávila,Castilla y León,12516
05104,Hoyos del Collado,Ávila,Castilla y León,12516
05105,Hoyos del Espino,Ávila,Castilla y León,13212
05106,Hoyos de Miguel Muñoz,Ávila,Castilla y León,12516
05107,Hurtumpascual,Ávila,Castilla y León,12516
05108,Junciana,Ávila,Castilla y León,12516
05109,Langa,Ávila,Castilla y León,11136
05110,Lanzahíta,Ávila,Castilla y León,10129
05112,El Losar del Barco,Ávila,Castilla y León,13857
05113,Los Llanos de Tormes,Ávila,Castilla y León,12516
05114,Madrigal de las Altas Torres,Ávila,Castilla y León,10665
05115,Maello,Ávila,Castilla y León,14267
05116,Malpartida de Corneja,Ávila,Castilla y León,12516
05117,Mamblas,Ávila,Castilla y León,11116
05118,Mancera de Arriba,Ávila,Castilla y León,12516
05119,Manjabálago y Ortigosa de Rioalmar,Ávila,Castilla y León,12516
05120,Marlín,Ávila,Castilla y León,12516
05121,Martiherrero,Ávila,Castilla y León,13877
