codigo_mun,mun,election,censo,perc_escrutado,blancos,nulos,candidaturas,part,codigo_candidatura,partido,orden,votos,perc_votos
15001,Abegondo,2024,4824,100,35,40,3273,69.4,0007,PP,1,1874,56.65
15002,Ames,2024,25170,100,204,159,16901,68.58,0007,PP,1,7541,44.08
15003,Aranga,2024,1595,100,7,8,1121,71.22,0007,PP,1,681,60.37
15004,Ares,2024,5229,100,23,33,3407,66.22,0007,PP,1,1434,41.8
15005,Arteixo,2024,26154,100,119,136,14908,57.97,0007,PP,1,6933,46.13
15006,Arzúa,2024,4999,100,27,38,3334,67.99,0007,PP,1,1859,55.31
15007,A Baña,2024,2975,100,14,12,2100,71.46,0007,PP,1,1148,54.3
15008,Bergondo,2024,5938,100,27,51,4045,69.43,0007,PP,1,2172,53.33
15009,Betanzos,2024,10628,100,74,86,7209,69.33,0007,PP,1,3494,47.97
15010,Boimorto,2024,1652,100,15,7,1131,69.79,0007,PP,1,704,61.43
15011,Boiro,2024,15745,100,75,141,9697,62.95,0007,PP,1,4632,47.4
15012,Boqueixón,2024,3556,100,22,53,2574,74.49,0007,PP,1,1552,59.78
15013,Brión,2024,6537,100,41,39,4334,67.52,0007,PP,1,2151,49.16
15014,Cabana de Bergantiños,2024,3668,100,20,12,2436,67.28,0007,PP,1,1409,57.36
15015,Cabanas,2024,2921,100,12,17,1886,65.55,0007,PP,1,856,45.1
15016,Camariñas,2024,4432,100,24,28,2749,63.19,0007,PP,1,1291,46.55
15017,Cambre,2024,20158,100,155,136,12726,64.57,0007,PP,1,5537,42.98
15018,A Capela,2024,1052,100,14,6,660,64.63,0007,PP,1,253,37.53
15019,Carballo,2024,25962,100,141,119,15901,62.24,0007,PP,1,7492,46.7
15020,Carnota,2024,3414,100,17,9,2253,66.75,0007,PP,1,997,43.92
15021,Carral,2024,5468,100,29,38,3522,65.63,0007,PP,1,1763,49.64
15022,Cedeira,2024,5425,100,23,31,3261,61.1,0007,PP,1,1464,44.57
15023,Cee,2024,6397,100,32,42,4164,66.24,0007,PP,1,1934,46.09
15024,Cerceda,2024,4232,100,20,50,2954,71.45,0007,PP,1,1642,55.21
15025,Cerdido,2024,874,100,4,6,560,65.21,0007,PP,1,324,57.44
15027,Coirós,2024,1602,100,12,10,1162,73.9,0007,PP,1,717,61.07
15028,Corcubión,2024,1450,100,6,19,965,68.27,0010,BNG,2,444,45.72
15029,Coristanco,2024,5070,100,33,31,3217,64.71,0007,PP,1,1912,58.83
15030,A Coruña,2024,197523,100,1409,752,127192,65.48,0007,PP,1,57558,44.75
15031,Culleredo,2024,24333,100,175,122,15635,65.47,0007,PP,1,6514,41.2
15032,Curtis,2024,3389,100,22,43,2328,70.61,0007,PP,1,1505,64.04
15033,Dodro,2024,2293,100,8,16,1693,74.88,0007,PP,1,801,47.08
15034,Dumbría,2024,2513,100,14,25,1624,66.17,0007,PP,1,738,45.05
15035,Fene,2024,10895,100,74,58,6905,64.58,0010,BNG,2,2936,42.06
15036,Ferrol,2024,53718,100,330,236,31863,60.36,0007,PP,1,14369,44.63
15037,Fisterra,2024,4023,100,6,14,2340,58.66,0007,PP,1,1086,46.29
15038,Frades,2024,1970,100,17,17,1442,74.92,0007,PP,1,761,52.15
15039,Irixoa,2024,1181,100,6,19,831,72.48,0007,PP,1,527,62.96
15040,Laxe,2024,2564,100,10,20,1730,68.64,0007,PP,1,957,55
15041,A Laracha,2024,9665,100,69,47,6435,67.78,0007,PP,1,3433,52.78
15042,Lousame,2024,2757,100,12,28,1842,68.26,0007,PP,1,1061,57.22
15043,Malpica de Bergantiños,2024,4797,100,27,40,3113,66.29,0007,PP,1,1571,50.03
15044,Mañón,2024,1083,100,2,6,772,72.02,0007,PP,1,465,60.07
15045,Mazaricos,2024,3376,100,9,9,2169,64.78,0007,PP,1,1361,62.48
15046,Melide,2024,6228,100,31,75,4506,74.05,0007,PP,1,2514,55.41
15047,Mesía,2024,2133,100,12,14,1432,68.35,0007,PP,1,801,55.47
15048,Miño,2024,5521,100,30,33,3658,67.39,0007,PP,1,1768,47.93
15049,Moeche,2024,1067,100,7,6,764,72.82,0007,PP,1,416,53.95
15050,Monfero,2024,1612,100,12,15,957,61.04,0007,PP,1,539,55.62
15051,Mugardos,2024,4536,100,32,38,2829,63.91,0010,BNG,2,1108,38.72
15052,Muxía,2024,3889,100,14,20,2528,65.87,0007,PP,1,1353,53.22
15053,Muros,2024,7202,100,34,29,4612,64.91,0007,PP,1,2045,44.01
15054,Narón,2024,31914,100,231,170,18150,58.12,0007,PP,1,8157,44.37
15055,Neda,2024,4276,100,38,15,2613,62.34,0007,PP,1,1100,41.49
15056,Negreira,2024,5659,100,33,40,3829,68.95,0007,PP,1,2097,54.29
15057,Noia,2024,11844,100,60,91,7976,68.61,0007,PP,1,3955,49.21
15058,Oleiros,2024,30080,100,228,118,20140,68.1,0007,PP,1,10021,49.19
15059,Ordes,2024,10092,100,65,108,7204,73.09,0007,PP,1,3942,54.23
15060,Oroso,2024,6085,100,55,54,4371,73.62,0007,PP,1,2324,52.5
15061,Ortigueira,2024,4795,100,25,39,3284,69.82,0007,PP,1,1909,57.69
15062,Outes,2024,5373,100,23,44,3480,66.01,0007,PP,1,2010,57.37
15064,Paderne,2024,2094,100,19,14,1494,72.92,0007,PP,1,809,53.46
15065,Padrón,2024,6970,100,33,44,4854,70.74,0007,PP,1,2478,50.7
15066,O Pino,2024,3901,100,25,23,2812,73.31,0007,PP,1,1750,61.68
15067,A Pobra do Caramiñal,2024,7852,100,33,29,5187,66.84,0007,PP,1,2235,42.81
15068,Ponteceso,2024,4620,100,13,35,2965,65.21,0007,PP,1,1567,52.61
15069,Pontedeume,2024,6334,100,43,45,4339,69.89,0007,PP,1,1746,39.84
15070,As Pontes de García Rodríguez,2024,8284,100,80,90,5275,65.72,0007,PP,1,1998,37.31
15071,Porto do Son,2024,7736,100,38,44,5099,66.97,0007,PP,1,2564,49.91
15072,Rianxo,2024,9276,100,38,63,6180,67.71,0007,PP,1,2582,41.52
15073,Ribeira,2024,21781,100,114,120,13051,60.99,0007,PP,1,6482,49.23
15074,Rois,2024,3756,100,19,32,2732,74.09,0007,PP,1,1707,62.05
15075,Sada,2024,13645,100,94,88,8627,64.55,0007,PP,1,4287,49.15
15076,San Sadurniño,2024,2426,100,20,14,1572,66.19,0007,PP,1,766,48.11
15077,Santa Comba,2024,7807,100,33,52,5051,65.78,0007,PP,1,3180,62.54
15078,Santiago de Compostela,2024,79511,100,567,424,55797,71.42,0007,PP,1,25722,45.63
15079,Santiso,2024,1346,100,4,8,946,71.17,0007,PP,1,521,54.84
15080,Sobrado,2024,1560,100,4,15,1093,71.28,0007,PP,1,700,63.81
15081,As Somozas,2024,940,100,8,9,684,74.57,0007,PP,1,464,67.05
15082,Teo,2024,15753,100,122,97,10993,71.17,0007,PP,1,5482,49.32
15083,Toques,2024,987,100,6,4,725,74.46,0007,PP,1,491,67.16
15084,Tordoia,2024,2855,100,24,15,2112,75.34,0007,PP,1,1459,68.3
15085,Touro,2024,3018,100,16,25,2063,69.71,0007,PP,1,1219,58.63
15086,Trazo,2024,2610,100,13,25,1894,74.02,0007,PP,1,1234,64.7
15087,Valdoviño,2024,5981,100,28,27,3726,63.21,0007,PP,1,1794,47.78
15088,Val do Dubra,2024,3238,100,21,14,2115,66.39,0007,PP,1,1329,62.21
15089,Vedra,2024,4216,100,28,25,2998,72.36,0007,PP,1,1657,54.75
15090,Vilasantar,2024,1104,100,7,13,779,72.37,0007,PP,1,514,65.39
15091,Vilarmaior,2024,1098,100,7,8,794,73.67,0007,PP,1,488,60.92
15092,Vimianzo,2024,5951,100,20,38,3895,66.42,0007,PP,1,2150,54.91
15093,Zas,2024,3811,100,12,8,2617,69.19,0007,PP,1,1519,57.77
15901,Cariño,2024,3156,100,8,29,1843,59.56,0007,PP,1,865,46.73
15902,Oza-Cesuras,2024,4548,100,23,25,3120,69.65,0007,PP,1,1843,58.63
27001,Abadín,2024,2011,100,17,8,1157,58.77,0007,PP,1,748,63.71
27002,Alfoz,2024,1409,100,7,25,1013,74.16,0007,PP,1,513,50.29
27003,Antas de Ulla,2024,1621,100,9,18,1181,74.52,0007,PP,1,684,57.47
27004,Baleira,2024,1035,100,2,6,690,67.43,0007,PP,1,424,61.27
27005,Barreiros,2024,2575,100,23,16,1794,71.18,0007,PP,1,933,51.34
27006,Becerreá,2024,2268,100,13,13,1599,71.64,0007,PP,1,926,57.44
27007,Begonte,2024,2614,100,18,31,1981,77.65,0007,PP,1,1320,66.03
27008,Bóveda,2024,1271,100,6,14,895,71.99,0007,PP,1,508,56.38
27009,Carballedo,2024,1895,100,9,16,1460,78.36,0007,PP,1,1004,68.34
27010,Castro de Rei,2024,4200,100,34,57,2721,66.95,0007,PP,1,1542,55.97
27011,Castroverde,2024,2235,100,9,17,1668,75.79,0007,PP,1,849,50.62
27012,Cervantes,2024,1152,100,9,6,778,68.83,0007,PP,1,403,51.2
27013,Cervo,2024,3598,100,22,37,2809,79.71,0007,PP,1,1275,45.03
27014,O Corgo,2024,3049,100,22,24,2115,70.87,0007,PP,1,1267,59.28
27015,Cospeito,2024,3707,100,25,45,2562,71,0007,PP,1,1559,60.26
27016,Chantada,2024,6666,100,57,47,4585,70.34,0007,PP,1,2350,50.62
27017,Folgoso do Courel,2024,917,100,2,4,693,76.22,0007,PP,1,429,61.72
27018,A Fonsagrada,2024,2870,100,14,14,2006,70.87,0007,PP,1,826,40.89
27019,Foz,2024,8262,100,59,70,5353,66.35,0007,PP,1,2480,45.82
27020,Friol,2024,3202,100,25,34,2628,83.91,0007,PP,1,1958,73.8
27021,Xermade,2024,1519,100,7,20,989,66.88,0007,PP,1,554,55.62
27022,Guitiriz,2024,4446,100,24,43,2873,66.12,0007,PP,1,1504,51.91
27023,Guntín,2024,2307,100,15,18,1778,78.5,0007,PP,1,1289,71.89
27024,O Incio,2024,1387,100,5,10,1028,75.19,0007,PP,1,586,56.72
27025,Xove,2024,2648,100,12,26,1903,73.3,0007,PP,1,1032,53.89
27026,Láncara,2024,2140,100,8,16,1458,69.25,0007,PP,1,834,56.88
27027,Lourenzá,2024,1710,100,11,18,1277,76.37,0007,PP,1,631,48.99
27028,Lugo,2024,77616,100,506,515,52310,68.71,0007,PP,1,26531,50.23
27029,Meira,2024,1381,100,17,11,1020,75.88,0007,PP,1,581,56.02
27030,Mondoñedo,2024,2942,100,13,25,1940,67.23,0007,PP,1,1015,51.97
27031,Monforte de Lemos,2024,14715,100,93,145,9319,64.94,0007,PP,1,4590,48.76
27032,Monterroso,2024,3079,100,17,19,2148,70.93,0007,PP,1,1241,57.32
27033,Muras,2024,535,100,4,5,366,70.09,0007,PP,1,203,54.86
27034,Navia de Suarna,2024,924,100,2,15,618,68.72,0007,PP,1,299,48.22
27035,Negueira de Muñiz,2024,197,100,0,0,101,51.26,0003,PSOE,3,42,41.58
27037,As Nogais,2024,887,100,6,7,695,79.81,0007,PP,1,434,61.91
27038,Ourol,2024,862,100,5,8,608,72.04,0007,PP,1,284,46.32
27039,Outeiro de Rei,2024,4537,100,32,44,3404,76.7,0007,PP,1,2071,60.27
27040,Palas de Rei,2024,2879,100,14,15,2109,74.26,0007,PP,1,1367,64.39
27041,Pantón,2024,2064,100,13,8,1522,74.75,0007,PP,1,909,59.21
27042,Paradela,2024,1480,100,8,11,1147,78.78,0007,PP,1,786,68.05
27043,O Páramo,2024,1172,100,7,6,781,67.74,0007,PP,1,449,56.97
27044,A Pastoriza,2024,2480,100,17,25,1685,69.63,0007,PP,1,1116,65.56
27045,Pedrafita do Cebreiro,2024,857,100,3,6,601,71.17,0003,PSOE,3,279,46.19
27046,Pol,2024,1362,100,6,16,1036,77.67,0007,PP,1,489,46.92
27047,A Pobra do Brollón,2024,1417,100,8,5,1013,72.4,0007,PP,1,481,47.11
27048,A Pontenova,2024,1857,100,11,11,1325,72.53,0007,PP,1,640,47.9
27049,Portomarín,2024,1210,100,3,11,888,74.54,0007,PP,1,602,67.56
27050,Quiroga,2024,2677,100,10,26,1804,68.73,0007,PP,1,1085,59.81
27051,Ribadeo,2024,7992,100,37,47,5268,66.96,0007,PP,1,2808,52.93
27052,Ribas de Sil,2024,811,100,2,2,572,71.02,0007,PP,1,283,49.3
27053,Ribeira de Piquín,2024,464,100,2,7,372,82.11,0003,PSOE,3,189,50.53
27054,Riotorto,2024,1052,100,4,13,828,80.32,0007,PP,1,482,57.93
27055,Samos,2024,1100,100,3,5,851,78.09,0007,PP,1,464,54.33
27056,Rábade,2024,1177,100,4,9,813,70.17,0007,PP,1,454,55.56
27057,Sarria,2024,10826,100,64,89,7375,69.53,0007,PP,1,4047,54.4
27058,O Saviñao,2024,3065,100,14,27,2212,73.5,0007,PP,1,1414,63.52
27059,Sober,2024,1885,100,10,31,1325,72.46,0007,PP,1,864,64.71
27060,Taboada,2024,2266,100,3,10,1613,71.75,0007,PP,1,805,49.81
27061,Trabada,2024,986,100,4,14,786,81.54,0007,PP,1,387,48.98
27062,Triacastela,2024,539,100,2,4,435,81.81,0007,PP,1,279,63.84
27063,O Valadouro,2024,1605,100,11,15,1102,70.28,0007,PP,1,533,47.88
27064,O Vicedo,2024,1429,100,12,18,939,67.8,0007,PP,1,568,59.72
27065,Vilalba,2024,11644,100,97,124,7669,67.76,0007,PP,1,4582,59
27066,Viveiro,2024,12266,100,59,108,7883,65.62,0007,PP,1,3580,45.07
27901,Baralla,2024,2169,100,21,11,1558,73.3,0007,PP,1,1082,68.52
27902,Burela,2024,6989,100,26,61,4374,63.82,0007,PP,1,2153,48.93
32001,Allariz,2024,5215,100,27,33,3576,69.72,0010,BNG,2,1895,52.59
32002,Amoeiro,2024,2095,100,7,2,1448,69.54,0007,PP,1,684,47.01
32003,A Arnoia,2024,864,100,2,5,637,74.53,0007,PP,1,396,61.97
32004,Avión,2024,1532,100,3,2,780,51.24,0007,PP,1,661,84.41
32005,Baltar,2024,743,100,2,4,553,75.23,0007,PP,1,391,70.45
32006,Bande,2024,1339,100,7,6,981,74.23,0007,PP,1,680,68.82
32007,Baños de Molgas,2024,1376,100,3,2,929,67.87,0007,PP,1,555,59.54
32008,Barbadás,2024,8774,100,41,43,5748,66.46,0007,PP,1,2509,43.34
32009,O Barco de Valdeorras,2024,10138,100,47,52,6161,61.74,0007,PP,1,3213,51.75
32010,Beade,2024,325,100,3,1,242,75.69,0007,PP,1,134,54.69
32011,Beariz,2024,879,100,1,7,470,54.37,0007,PP,1,395,83.86
32012,Os Blancos,2024,650,100,1,3,443,68.76,0007,PP,1,272,61.26
32013,Boborás,2024,1942,100,4,3,1333,69,0007,PP,1,982,73.44
32014,A Bola,2024,951,100,1,2,720,76.02,0007,PP,1,468,64.9
32015,O Bolo,2024,735,100,3,3,452,62.31,0007,PP,1,309,67.91
32016,Calvos de Randín,2024,612,100,2,4,425,70.42,0003,PSOE,3,194,45.43
32017,Carballeda de Valdeorras,2024,1068,100,2,3,729,68.72,0007,PP,1,513,70.17
32018,Carballeda de Avia,2024,1100,100,5,10,788,73,0007,PP,1,378,47.66
32019,O Carballiño,2024,11281,100,54,57,7310,65.78,0007,PP,1,4168,56.59
32020,Cartelle,2024,2309,100,5,3,1709,74.36,0007,PP,1,1068,62.31
32021,Castrelo do Val,2024,857,100,6,3,601,71.17,0007,PP,1,257,42.33
32022,Castrelo de Miño,2024,1192,100,8,7,864,73.74,0007,PP,1,471,54.01
32023,Castro Caldelas,2024,1101,100,2,8,780,71.75,0007,PP,1,430,54.98
32024,Celanova,2024,4741,100,22,15,3188,68.02,0007,PP,1,1763,54.92
32025,Cenlle,2024,936,100,1,11,718,77.99,0007,PP,1,430,59.8
32026,Coles,2024,2755,100,13,10,1859,68.31,0007,PP,1,864,46.15
32027,Cortegada,2024,919,100,4,6,669,73.88,0007,PP,1,445,66.12
32028,Cualedro,2024,1457,100,4,6,1023,70.89,0007,PP,1,766,74.58
32029,Chandrexa de Queixa,2024,457,100,0,3,301,66.52,0007,PP,1,212,70.43
32030,Entrimo,2024,907,100,3,1,622,69.01,0003,PSOE,3,297,47.52
32031,Esgos,2024,981,100,5,7,711,73.7,0007,PP,1,441,61.59
32032,Xinzo de Limia,2024,7715,100,33,52,5126,67.54,0007,PP,1,2765,53.59
32033,Gomesende,2024,604,100,5,3,375,63.41,0007,PP,1,249,65.52
32034,A Gudiña,2024,992,100,6,6,707,72.47,0007,PP,1,369,51.75
32035,O Irixo,2024,1251,100,5,1,808,65.06,0007,PP,1,513,63.09
32036,Xunqueira de Ambía,2024,1194,100,8,2,917,77.63,0007,PP,1,525,56.75
32037,Xunqueira de Espadanedo,2024,603,100,3,0,424,70.81,0007,PP,1,276,64.63
32038,Larouco,2024,389,100,1,3,250,65.29,0007,PP,1,157,62.54
32039,Laza,2024,1070,100,4,3,775,73.08,0007,PP,1,439,56.35
32040,Leiro,2024,1313,100,4,3,952,73.03,0007,PP,1,610,63.8
32041,Lobeira,2024,690,100,0,5,428,62.75,0007,PP,1,263,61.44
32042,Lobios,2024,1570,100,8,8,974,63.05,0007,PP,1,605,61.6
32043,Maceda,2024,2418,100,18,19,1573,66.58,0007,PP,1,756,47.51
32044,Manzaneda,2024,714,100,2,5,532,75.49,0007,PP,1,288,53.93
32045,Maside,2024,2328,100,9,25,1612,70.7,0007,PP,1,905,55.82
32046,Melón,2024,1023,100,1,7,687,67.93,0007,PP,1,361,52.47
32047,A Merca,2024,1713,100,1,1,1240,72.5,0007,PP,1,750,60.43
32048,A Mezquita,2024,811,100,0,3,504,62.51,0007,PP,1,215,42.65
32049,Montederramo,2024,630,100,4,0,437,70,0007,PP,1,221,50.11
32050,Monterrei,2024,2179,100,11,11,1637,76.13,0007,PP,1,1036,62.86
32051,Muíños,2024,1319,100,5,7,1042,79.9,0007,PP,1,772,73.73
32052,Nogueira de Ramuín,2024,1820,100,11,3,1294,71.86,0007,PP,1,840,64.36
32053,Oímbra,2024,1256,100,9,7,944,76.43,0007,PP,1,626,65.68
32054,Ourense,2024,83561,100,404,358,56932,69.04,0007,PP,1,22520,39.27
32055,Paderne de Allariz,2024,1187,100,7,6,803,68.74,0007,PP,1,455,56.17
32056,Padrenda,2024,1368,100,5,5,975,72,0007,PP,1,695,70.91
32057,Parada de Sil,2024,463,100,2,1,294,64.14,0007,PP,1,115,38.85
32058,O Pereiro de Aguiar,2024,5503,100,22,21,3993,73.34,0007,PP,1,2189,54.52
32059,A Peroxa,2024,1593,100,7,6,1130,71.75,0007,PP,1,672,59.1
32060,Petín,2024,745,100,6,4,490,67.11,0007,PP,1,212,42.74
32061,Piñor,2024,991,100,4,2,777,79.01,0007,PP,1,525,67.22
32062,Porqueira,2024,780,100,2,3,583,75.38,0007,PP,1,434,74.18
32063,A Pobra de Trives,2024,1713,100,13,7,1143,67.89,0007,PP,1,576,49.82
32064,Pontedeva,2024,419,100,1,0,307,73.5,0007,PP,1,227,73.7
32065,Punxín,2024,660,100,1,1,407,61.96,0007,PP,1,218,53.43
32066,Quintela de Leirado,2024,516,100,0,0,351,68.02,0007,PP,1,316,90.02
32067,Rairiz de Veiga,2024,1119,100,2,3,781,70.24,0007,PP,1,423,54.02
32068,Ramirás,2024,1312,100,3,5,855,65.77,0007,PP,1,429,50
32069,Ribadavia,2024,4170,100,10,19,3116,75.41,0007,PP,1,1442,46.12
32070,San Xoán de Río,2024,481,100,2,2,297,62.57,0007,PP,1,202,67.55
32071,Riós,2024,1244,100,3,7,796,64.79,0007,PP,1,439,54.94
32072,A Rúa,2024,3506,100,15,24,2230,64.71,0007,PP,1,1128,50.24
32073,Rubiá,2024,1233,100,5,7,841,69.18,0007,PP,1,460,54.37
32074,San Amaro,2024,938,100,1,4,677,72.7,0007,PP,1,435,64.15
32075,San Cibrao das Viñas,2024,4563,100,19,31,3414,75.91,0007,PP,1,2027,59.04
32076,San Cristovo de Cea,2024,1831,100,5,10,1371,75.69,0007,PP,1,897,65.18
32077,Sandiás,2024,1019,100,4,0,702,69.28,0007,PP,1,377,53.39
32078,Sarreaus,2024,1004,100,5,6,734,74.2,0007,PP,1,491,66.44
32079,Taboadela,2024,1333,100,8,8,928,70.81,0007,PP,1,459,49.03
32080,A Teixeira,2024,303,100,2,2,226,75.9,0007,PP,1,115,50.43
32081,Toén,2024,2008,100,8,8,1530,76.99,0007,PP,1,857,55.72
32082,Trasmiras,2024,1112,100,7,3,781,71.13,0007,PP,1,449,56.97
32083,A Veiga,2024,800,100,0,5,519,65.5,0007,PP,1,336,64.73
32084,Verea,2024,856,100,4,1,617,72.66,0010,BNG,2,333,53.62
32085,Verín,2024,10412,100,36,63,6635,64.67,0007,PP,1,3427,51.37
32086,Viana do Bolo,2024,2389,100,7,13,1443,61.23,0007,PP,1,826,56.96
32087,Vilamarín,2024,1629,100,9,16,1183,74.15,0007,PP,1,714,59.89
32088,Vilamartín de Valdeorras,2024,1586,100,4,13,909,58.38,0007,PP,1,466,51.04
32089,Vilar de Barrio,2024,1122,100,6,5,761,68.8,0007,PP,1,417,54.36
32090,Vilar de Santos,2024,698,100,3,2,529,76.5,0010,BNG,2,317,59.58
32091,Vilardevós,2024,1523,100,7,5,1122,74.45,0007,PP,1,596,52.79
32092,Vilariño de Conso,2024,474,100,3,6,330,71.51,0007,PP,1,192,57.65
36001,Arbo,2024,2408,100,5,15,1747,73.38,0007,PP,1,1042,59.47
36002,Barro,2024,3058,100,19,19,2083,69.35,0007,PP,1,1135,53.99
36003,Baiona,2024,10294,100,50,76,6875,68.01,0007,PP,1,3447,49.77
36004,Bueu,2024,10116,100,62,67,6542,65.94,0007,PP,1,3028,45.85
36005,Caldas de Reis,2024,8032,100,32,67,5469,69.32,0007,PP,1,2762,50.2
36006,Cambados,2024,11465,100,52,98,8093,71.89,0007,PP,1,4271,52.43
36007,Campo Lameiro,2024,1539,100,8,16,1034,68.74,0007,PP,1,627,60.17
36008,Cangas,2024,22314,100,113,135,14564,66.37,0010,BNG,2,6747,45.96
36009,A Cañiza,2024,4335,100,6,26,2688,62.74,0007,PP,1,1551,57.57
36010,Catoira,2024,2800,100,12,23,2025,73.57,0010,BNG,2,897,44.03
36013,Covelo,2024,2207,100,6,9,1284,58.85,0007,PP,1,660,51.16
36014,Crecente,2024,1805,100,4,10,1301,72.85,0007,PP,1,864,66.2
36015,Cuntis,2024,3922,100,33,32,2680,69.98,0007,PP,1,1342,49.46
36016,Dozón,2024,954,100,4,8,688,73.37,0007,PP,1,521,75.28
36017,A Estrada,2024,17073,100,87,131,11854,70.7,0007,PP,1,6431,53.85
36018,Forcarei,2024,2831,100,12,23,1891,68.03,0007,PP,1,1082,56.85
36019,Fornelos de Montes,2024,1458,100,6,7,901,62.68,0007,PP,1,349,38.47
36020,Agolada,2024,2081,100,5,22,1517,74.19,0007,PP,1,961,63.14
36021,Gondomar,2024,12623,100,67,105,8165,66.04,0007,PP,1,3839,46.63
36022,O Grove,2024,9041,100,57,88,5692,64.56,0010,BNG,2,2499,43.46
36023,A Guarda,2024,8159,100,30,56,5597,69.65,0007,PP,1,2583,45.9
36024,Lalín,2024,15995,100,82,166,11558,73.81,0007,PP,1,7403,63.59
36025,A Lama,2024,2211,100,4,5,1288,58.66,0007,PP,1,834,64.55
36026,Marín,2024,19939,100,125,138,12235,62.68,0007,PP,1,6115,49.47
36027,Meaño,2024,4387,100,13,28,3094,71.46,0007,PP,1,1860,59.86
36028,Meis,2024,4006,100,18,24,2865,72.56,0007,PP,1,1577,54.69
36029,Moaña,2024,16281,100,104,146,10846,68.15,0010,BNG,2,5087,46.45
36030,Mondariz,2024,3869,100,29,34,2565,67.92,0007,PP,1,1190,45.87
36031,Mondariz-Balneario,2024,588,100,4,5,417,72.44,0007,PP,1,184,43.7
36032,Moraña,2024,3460,100,16,43,2494,73.78,0007,PP,1,1398,55.69
36033,Mos,2024,12377,100,66,129,8646,71.43,0007,PP,1,3816,43.8
36034,As Neves,2024,3192,100,7,32,2218,70.7,0007,PP,1,1134,50.96
36035,Nigrán,2024,15037,100,75,126,9856,66.88,0007,PP,1,4804,48.37
36036,Oia,2024,2576,100,6,25,1834,72.39,0007,PP,1,937,50.92
36037,Pazos de Borbén,2024,2557,100,12,23,1685,67.26,0007,PP,1,789,46.49
36038,Pontevedra,2024,66798,100,439,381,44734,68.19,0007,PP,1,20313,44.96
36039,O Porriño,2024,16150,100,84,160,10578,67,0007,PP,1,5139,48.19
36040,Portas,2024,2410,100,11,25,1660,70.37,0007,PP,1,919,54.99
36041,Poio,2024,14104,100,76,73,9099,65.57,0007,PP,1,4896,53.36
36042,Ponteareas,2024,18621,100,96,178,12014,65.99,0007,PP,1,4990,41.2
36043,Ponte Caldelas,2024,4735,100,17,29,3023,64.81,0007,PP,1,1489,48.98
36044,Pontecesures,2024,2611,100,10,15,1759,68.32,0007,PP,1,850,48.04
36045,Redondela,2024,24423,100,108,180,16208,67.54,0010,BNG,2,6512,39.91
36046,Ribadumia,2024,4173,100,21,45,3004,73.56,0007,PP,1,1705,56.36
36047,Rodeiro,2024,2047,100,7,10,1465,72.39,0007,PP,1,878,59.64
36048,O Rosal,2024,5472,100,32,70,3648,68.53,0007,PP,1,1608,43.69
36049,Salceda de Caselas,2024,7271,100,33,76,4976,69.93,0007,PP,1,2367,47.25
36050,Salvaterra de Miño,2024,8080,100,43,80,5375,68.04,0007,PP,1,2152,39.71
36051,Sanxenxo,2024,14797,100,78,101,9749,67.09,0007,PP,1,5366,54.6
36052,Silleda,2024,7228,100,30,72,5000,70.58,0007,PP,1,2770,55.06
36053,Soutomaior,2024,6040,100,27,41,4205,70.74,0010,BNG,2,1916,45.27
36054,Tomiño,2024,11343,100,66,79,7434,66.81,0007,PP,1,3292,43.89
36055,Tui,2024,13816,100,82,129,9339,69.12,0007,PP,1,4659,49.45
36056,Valga,2024,4830,100,19,39,3453,72.69,0007,PP,1,2041,58.78
36057,Vigo,2024,236843,100,1484,1153,151975,65.28,0010,BNG,2,56820,37.02
36058,Vilaboa,2024,4990,100,31,46,3103,63.72,0007,PP,1,1411,45.02
36059,Vila de Cruces,2024,4366,100,15,36,2941,68.52,0007,PP,1,1807,61.12
36060,Vilagarcía de Arousa,2024,30666,100,132,200,19638,65.12,0007,PP,1,8718,44.09
36061,Vilanova de Arousa,2024,8554,100,50,97,5973,71.54,0007,PP,1,3722,61.79
36901,A Illa de Arousa,2024,4140,100,19,54,2992,74.03,0007,PP,1,1083,35.96
36902,Cerdedo-Cotobade,2024,4966,100,21,49,3521,72.31,0007,PP,1,1983,55.98
15001,Abegondo,2024,4824,100,35,40,3273,69.4,0010,BNG,2,891,26.93
15002,Ames,2024,25170,100,204,159,16901,68.58,0010,BNG,2,6234,36.44
15003,Aranga,2024,1595,100,7,8,1121,71.22,0010,BNG,2,215,19.06
15004,Ares,2024,5229,100,23,33,3407,66.22,0010,BNG,2,1218,35.51
15005,Arteixo,2024,26154,100,119,136,14908,57.97,0010,BNG,2,5083,33.82
15006,Arzúa,2024,4999,100,27,38,3334,67.99,0010,BNG,2,1091,32.46
15007,A Baña,2024,2975,100,14,12,2100,71.46,0010,BNG,2,540,25.54
15008,Bergondo,2024,5938,100,27,51,4045,69.43,0010,BNG,2,1132,27.79
15009,Betanzos,2024,10628,100,74,86,7209,69.33,0010,BNG,2,2177,29.89
15010,Boimorto,2024,1652,100,15,7,1131,69.79,0010,BNG,2,270,23.56
15011,Boiro,2024,15745,100,75,141,9697,62.95,0010,BNG,2,3114,31.86
15012,Boqueixón,2024,3556,100,22,53,2574,74.49,0010,BNG,2,693,26.69
15013,Brión,2024,6537,100,41,39,4334,67.52,0010,BNG,2,1456,33.28
15014,Cabana de Bergantiños,2024,3668,100,20,12,2436,67.28,0010,BNG,2,735,29.92
