election,codigo_mun,mun,censo,votantes,part,candidaturas,blancos,nulos,abstenciones,partido,votos,votos_pc
1985,15002,Ames,6645,NA,NA,4494,0,NA,NA,Otros,313,6.96
1985,15012,Boqueixón,4162,NA,NA,1951,0,NA,NA,PP,1011,51.82
1985,15012,Boqueixón,4162,NA,NA,1951,0,NA,NA,PSG-PSOE,422,21.63
1985,15012,Boqueixón,4162,NA,NA,1951,0,NA,NA,CG,257,13.17
1985,15012,Boqueixón,4162,NA,NA,1951,0,NA,NA,EG,67,3.43
1985,15012,Boqueixón,4162,NA,NA,1951,0,NA,NA,BNG,93,4.77
1985,15012,Boqueixón,4162,NA,NA,1951,0,NA,NA,Otros,101,5.18
1985,15013,Brión,5616,NA,NA,2665,0,NA,NA,PP,1277,47.92
1985,15013,Brión,5616,NA,NA,2665,0,NA,NA,PSG-PSOE,706,26.49
1985,15013,Brión,5616,NA,NA,2665,0,NA,NA,CG,355,13.32
1985,15013,Brión,5616,NA,NA,2665,0,NA,NA,EG,104,3.9
1985,15013,Brión,5616,NA,NA,2665,0,NA,NA,BNG,46,1.73
1985,15013,Brión,5616,NA,NA,2665,0,NA,NA,Otros,177,6.64
1985,15078,Santiago de Compostela,61918,NA,NA,39079,0,NA,NA,PP,18318,46.87
1985,15078,Santiago de Compostela,61918,NA,NA,39079,0,NA,NA,PSG-PSOE,8887,22.74
1985,15078,Santiago de Compostela,61918,NA,NA,39079,0,NA,NA,CG,3716,9.51
1985,15078,Santiago de Compostela,61918,NA,NA,39079,0,NA,NA,EG,3809,9.75
1985,15078,Santiago de Compostela,61918,NA,NA,39079,0,NA,NA,BNG,1604,4.1
1985,15078,Santiago de Compostela,61918,NA,NA,39079,0,NA,NA,Otros,2745,7.02
1985,15082,Teo,8524,NA,NA,4713,0,NA,NA,PP,2644,56.1
1985,15082,Teo,8524,NA,NA,4713,0,NA,NA,PSG-PSOE,1033,21.92
1985,15082,Teo,8524,NA,NA,4713,0,NA,NA,CG,293,6.22
1985,15082,Teo,8524,NA,NA,4713,0,NA,NA,EG,307,6.51
1985,15082,Teo,8524,NA,NA,4713,0,NA,NA,BNG,111,2.36
1985,15082,Teo,8524,NA,NA,4713,0,NA,NA,Otros,325,6.9
1985,15088,Val do Dubra,5482,NA,NA,2653,0,NA,NA,PP,1218,45.91
1985,15088,Val do Dubra,5482,NA,NA,2653,0,NA,NA,PSG-PSOE,433,16.32
1985,15088,Val do Dubra,5482,NA,NA,2653,0,NA,NA,CG,857,32.3
1985,15088,Val do Dubra,5482,NA,NA,2653,0,NA,NA,EG,54,2.04
1985,15088,Val do Dubra,5482,NA,NA,2653,0,NA,NA,BNG,22,0.83
1985,15088,Val do Dubra,5482,NA,NA,2653,0,NA,NA,Otros,69,2.6
1985,15089,Vedra,2037,NA,NA,1071,0,NA,NA,PP,621,57.98
1985,15089,Vedra,2037,NA,NA,1071,0,NA,NA,PSG-PSOE,265,24.74
1985,15089,Vedra,2037,NA,NA,1071,0,NA,NA,CG,67,6.26
1985,15089,Vedra,2037,NA,NA,1071,0,NA,NA,EG,25,2.33
1985,15089,Vedra,2037,NA,NA,1071,0,NA,NA,BNG,45,4.2
1985,15089,Vedra,2037,NA,NA,1071,0,NA,NA,Otros,48,4.48
1985,15033,Dodro,2651,NA,NA,1984,0,NA,NA,PP,1194,60.18
1985,15033,Dodro,2651,NA,NA,1984,0,NA,NA,PSG-PSOE,396,19.96
1985,15033,Dodro,2651,NA,NA,1984,0,NA,NA,CG,239,12.05
1985,15033,Dodro,2651,NA,NA,1984,0,NA,NA,EG,42,2.12
1985,15033,Dodro,2651,NA,NA,1984,0,NA,NA,BNG,50,2.52
1985,15033,Dodro,2651,NA,NA,1984,0,NA,NA,Otros,63,3.18
1985,15065,Padrón,7618,NA,NA,4682,0,NA,NA,PP,2212,47.24
1985,15065,Padrón,7618,NA,NA,4682,0,NA,NA,PSG-PSOE,1227,26.21
1985,15065,Padrón,7618,NA,NA,4682,0,NA,NA,CG,789,16.85
1985,15065,Padrón,7618,NA,NA,4682,0,NA,NA,EG,129,2.76
1985,15065,Padrón,7618,NA,NA,4682,0,NA,NA,BNG,101,2.16
1985,15065,Padrón,7618,NA,NA,4682,0,NA,NA,Otros,224,4.78
1985,15074,Rois,4521,NA,NA,2574,0,NA,NA,PP,1140,44.29
1985,15074,Rois,4521,NA,NA,2574,0,NA,NA,PSG-PSOE,490,19.04
1985,15074,Rois,4521,NA,NA,2574,0,NA,NA,CG,783,30.42
1985,15074,Rois,4521,NA,NA,2574,0,NA,NA,EG,75,2.91
1985,15074,Rois,4521,NA,NA,2574,0,NA,NA,BNG,21,0.82
1985,15074,Rois,4521,NA,NA,2574,0,NA,NA,Otros,65,2.53
1985,15046,Melide,6382,NA,NA,3908,0,NA,NA,PP,2341,59.9
1985,15046,Melide,6382,NA,NA,3908,0,NA,NA,PSG-PSOE,550,14.07
1985,15046,Melide,6382,NA,NA,3908,0,NA,NA,CG,339,8.67
1985,15046,Melide,6382,NA,NA,3908,0,NA,NA,EG,54,1.38
1985,15046,Melide,6382,NA,NA,3908,0,NA,NA,BNG,340,8.7
1985,15046,Melide,6382,NA,NA,3908,0,NA,NA,Otros,284,7.27
1985,15079,Santiso,2355,NA,NA,1387,0,NA,NA,PP,850,61.28
1985,15079,Santiso,2355,NA,NA,1387,0,NA,NA,PSG-PSOE,314,22.64
1985,15079,Santiso,2355,NA,NA,1387,0,NA,NA,CG,108,7.79
1985,15079,Santiso,2355,NA,NA,1387,0,NA,NA,EG,11,0.79
1985,15079,Santiso,2355,NA,NA,1387,0,NA,NA,BNG,39,2.81
